,Poste,Cote,Nom,Titula,Entres,Buts,Moyenne,Match1,Match2,Match3,Match4,Match5,Match6,Match7,Match8,Match9,Match10,Match11,Match12,Match13,Match14,Match15,Match16,Match17,Match18,Match19,Match20,Match21,Match22,Match23,Match24,Match25,Match26,Match27,Match28,Match29,Match30,Match31,Match32,Match33,Match34,Match35,Match36,Match37,Match38,team,var
36,A,,Grandsir Samuel,4.0,8.0,,4.666666666666667,5.5,5.0,4.5,4.5,4.5,5.5,4.5,,,4.0,,5.0,4.0,5.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,ASM,0.2878787878787879
37,A,2.0,Geubbels Willem,,1.0,,4.5,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASM,
38,A,1.0,Isidor Wilson,,1.0,,5.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,ASM,
39,A,11.0,Carlos Vinicius,3.0,13.0,2,4.71875,,,,,,,,,,,,,,,,,,,,,,,4.5,4.0,5.0,4.5,5.0,4.5,6.0,4.5,5.0,4.5,4.5,4.5,6.0,4.0,5.0,4.0,ASM,0.365625
40,A,17.0,Gelson Martins,16.0,,4,5.25,,,,,,,,,,,,,,,,,,,,,,,5.5,7.0,5.5,7.0,4.5,5.0,5.5,4.5,5.5,5.5,4.5,3.5,7.0,5.0,5.0,3.5,ASM,1.1666666666666667
41,A,8.0,Sylla Moussa,7.0,11.0,,4.194444444444445,,,,,4.0,4.0,,3.5,4.5,5.0,4.0,3.0,,4.5,4.0,,4.5,4.5,4.0,4.0,5.0,4.0,,,,,,,,,4.5,,,,4.0,4.5,,,ASM,0.23937908496732027
0,G,3.0,Reulet Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMC,
1,G,23.0,Samba Brice,38.0,,,5.7368421052631575,3.0,5.5,5.0,6.0,5.5,7.0,5.0,6.0,5.5,6.0,5.5,6.0,7.0,5.0,5.5,6.0,5.0,5.5,7.0,5.0,4.5,6.0,6.0,4.5,7.0,6.5,5.5,5.0,2.5,8.0,6.0,5.5,8.5,6.5,6.0,6.0,6.0,6.0,SMC,1.2396870554765287
2,D,13.0,Djiku Alexander,31.0,,1,5.016129032258065,3.5,5.5,5.5,6.5,4.5,,,6.5,5.0,6.5,5.0,4.5,5.5,5.5,6.0,4.0,,6.0,,3.0,4.5,4.5,3.0,4.5,7.0,6.0,,,3.5,7.0,3.5,4.5,6.0,6.0,,5.5,3.0,4.0,SMC,1.4413978494623658
3,D,10.0,Gradit Jonathan,23.0,1.0,(-1),4.75,,,,,,,,,,4.5,,,5.0,5.0,6.0,3.0,4.0,,,,5.0,4.5,4.5,5.5,5.5,5.0,7.0,4.0,2.5,6.0,3.0,5.0,5.5,5.5,5.5,4.5,3.0,5.0,SMC,1.173913043478261
4,D,5.0,Genevois Romain,5.0,1.0,,4.583333333333333,4.0,,,5.5,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,SMC,0.4416666666666667
5,D,10.0,Guilbert Frederic,33.0,1.0,1,4.867647058823529,,5.0,5.5,7.0,4.0,4.5,5.0,6.0,4.0,5.0,4.5,4.0,6.5,,5.5,4.0,5.0,6.5,5.0,4.5,3.0,,5.0,4.5,5.0,5.0,5.0,,2.5,5.5,3.5,4.5,5.0,5.0,5.5,7.0,3.0,5.0,SMC,1.0804367201426026
6,D,5.0,Mbengue Adama,8.0,3.0,,4.863636363636363,3.5,,5.0,6.0,5.0,4.0,,,,,5.0,4.5,5.5,,,4.5,,,,,,5.0,,5.5,,,,,,,,,,,,,,,SMC,0.5045454545454545
7,D,9.0,Armougom Yoël,20.0,9.0,,4.758620689655173,4.0,5.0,,,,,4.5,6.0,4.0,5.0,,6.5,4.5,5.5,5.0,,5.0,5.0,5.0,3.0,5.0,3.5,4.5,,5.0,5.0,4.0,3.5,,5.0,4.0,,5.0,5.5,5.5,4.5,5.0,5.0,SMC,0.564655172413793
8,D,7.0,Baysse Paul,20.0,1.0,(-1),4.8,,5.5,3.5,,5.0,5.0,5.0,6.0,4.5,6.0,5.5,4.5,,4.5,5.0,4.5,4.0,4.5,5.0,3.5,5.0,4.0,,,5.5,,,,,,,,,,,,,,SMC,0.5105263157894736
9,D,9.0,Zahary Younn,8.0,4.0,,4.583333333333333,,,,,,,,,,,,,,,,,4.5,,,,,,,,,,5.0,4.5,4.5,5.0,4.5,5.0,5.5,5.0,5.0,4.0,2.5,,SMC,0.5833333333333334
10,D,9.0,Imorou Emmanuel,12.0,4.0,,4.78125,5.0,5.0,5.5,,,5.0,4.0,,,,5.0,,,,,,,,5.0,,,,,,,,,,3.5,6.0,4.5,4.5,5.0,,5.0,6.0,3.0,4.5,SMC,0.6322916666666667
11,M,13.0,Fajr Faycal,36.0,,5,5.333333333333333,4.5,4.5,5.5,6.0,6.5,6.0,6.0,7.0,5.0,,5.5,4.5,5.0,4.5,6.0,5.5,5.5,7.5,4.5,5.0,5.0,5.0,5.0,4.5,5.5,6.0,6.0,3.5,2.5,6.5,3.5,5.5,,7.0,4.5,7.5,4.5,5.5,SMC,1.1857142857142857
12,M,8.0,Diomande Ismael,14.0,4.0,,4.944444444444445,,,,,,5.0,,,,,,,,,6.5,4.0,5.0,6.0,4.5,5.0,5.0,4.0,5.5,5.0,5.0,5.0,5.5,5.5,2.5,5.5,4.5,,,,,,,,SMC,0.761437908496732
13,M,,Peeters Stef,5.0,2.0,,4.785714285714286,4.5,5.0,5.5,,,4.0,,4.5,4.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMC,0.32142857142857145
14,M,9.0,Oniangué Prince,26.0,5.0,2,5.080645161290323,4.0,4.5,5.5,6.5,6.5,4.5,6.0,5.5,4.0,5.5,4.5,5.5,5.0,4.5,6.0,6.0,5.5,4.5,,,,,5.0,4.0,5.5,5.0,5.0,5.0,,,4.0,4.0,5.5,5.0,5.0,5.5,5.0,,SMC,0.5182795698924731
15,M,2.0,Repas Jan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMC,
16,M,8.0,Khaoui Saif-Eddine,17.0,8.0,3,4.64,,,,,4.5,,6.0,5.0,,4.0,4.5,4.0,4.5,5.0,,4.5,6.0,6.0,4.0,4.5,,4.0,4.5,4.0,5.0,,5.0,5.5,2.5,,,4.5,4.5,,,5.0,4.5,4.5,SMC,0.5733333333333334
17,M,7.0,Sankoh Baissama,6.0,9.0,,4.966666666666667,,,5.0,5.5,5.0,,,,,,,4.5,5.0,,5.0,,,6.0,5.0,,4.5,,,,5.0,4.5,,,,5.0,,,5.0,5.0,4.5,,,,SMC,0.15952380952380957
18,M,8.0,Joseph Evans,2.0,11.0,,4.5,,,,,,,,,,,,,,5.0,,4.5,4.5,5.0,5.0,4.5,5.0,,3.5,5.0,,4.0,5.0,4.5,3.0,,,,,,,,,,SMC,0.4166666666666667
19,M,7.0,Ndom Aly,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,SMC,
20,M,9.0,Deminguet Jessy,15.0,5.0,,4.925,4.0,4.5,,6.0,,,4.5,,5.0,5.5,3.5,,,5.0,,,,,2.5,,,,,,,,5.0,5.5,,5.5,5.0,4.5,5.5,6.5,5.0,6.0,3.5,6.0,SMC,0.9809210526315789
21,A,8.0,Tchokounte Malik,16.0,13.0,,4.413793103448276,4.0,5.5,3.5,4.0,,4.5,4.5,5.0,4.5,,3.5,4.5,4.5,4.5,4.5,5.0,3.5,4.5,4.0,4.5,4.5,4.5,,,,5.5,,5.0,3.5,,4.5,,5.0,4.5,3.5,5.0,,4.0,SMC,0.32266009852216754
22,A,,Stavitski Timo,,1.0,,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SMC,
23,A,12.0,Ninga Casimir,28.0,5.0,6,4.636363636363637,3.5,5.0,6.0,5.5,4.5,3.5,4.0,7.0,4.0,4.5,3.5,3.5,5.0,3.5,,,,,6.0,5.5,4.0,3.5,4.5,4.0,5.0,4.0,7.0,6.0,,5.0,4.0,4.0,5.0,5.0,4.5,6.5,3.0,3.5,SMC,1.1605113636363635
24,A,7.0,Bammou Yacine,9.0,8.0,2,4.852941176470588,,6.0,4.5,4.5,4.5,4.5,6.0,5.0,4.5,5.0,,,,4.5,4.5,,4.5,,,5.0,4.5,5.5,5.0,4.5,,,,,,,,,,,,,,,SMC,0.2738970588235294
25,A,7.0,Beauvue Claudio,16.0,9.0,3,4.68,,,,6.0,7.0,4.0,4.0,5.0,3.5,4.5,4.0,4.0,5.5,3.5,6.5,5.0,5.0,5.5,,3.5,,4.5,4.0,5.0,4.5,4.5,4.5,,4.5,,,4.5,,,,,,4.5,SMC,0.7891666666666667
26,A,,Moussaki Herman,2.0,4.0,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,4.5,4.0,5.5,4.0,4.5,SMC,0.3
27,A,10.0,Crivelli Enzo,28.0,5.0,6,4.4393939393939394,4.5,4.5,6.0,6.5,4.5,,,4.0,3.5,4.5,4.0,6.0,4.0,,4.0,4.0,,5.0,6.0,4.0,4.0,4.0,4.5,4.0,4.0,6.0,3.5,5.0,2.5,6.5,4.0,4.5,4.5,4.0,4.0,,3.0,3.5,SMC,0.9337121212121214
0,G,6.0,Johnsson Karl-Johan,17.0,,,5.0,6.0,5.0,4.5,5.0,4.0,4.0,6.0,6.5,6.0,6.0,7.0,4.0,3.5,4.5,5.5,3.0,4.5,,,,,,,,,,,,,,,,,,,,,,EAG,1.28125
1,G,15.0,Caillard Marc-Aurèle,21.0,,,5.476190476190476,,,,,,,,,,,,,,,,,,5.5,6.5,5.0,2.5,5.5,7.0,5.0,7.0,6.0,7.5,4.5,6.5,5.0,6.0,4.0,4.5,4.0,6.0,6.0,5.0,6.0,EAG,1.4119047619047622
2,D,9.0,Sorbon Jérémy,29.0,4.0,1.0,4.7727272727272725,,4.5,,4.0,3.5,4.0,5.5,6.0,5.5,5.5,5.5,3.0,3.0,3.5,5.5,4.5,4.0,5.0,,,,5.0,5.5,5.0,4.0,6.5,5.5,5.5,6.0,4.0,5.5,5.5,3.5,4.0,5.0,5.0,5.0,4.5,EAG,0.8295454545454546
3,D,6.0,Ikoko Jordan,19.0,1.0,,4.25,4.0,3.5,5.0,,3.0,4.0,,6.0,5.0,5.0,5.0,3.0,3.0,3.5,,,4.5,,5.0,,3.0,,,,,,,,,,,,,3.0,5.5,5.0,4.5,4.5,EAG,0.9078947368421053
4,D,13.0,Pedro Rebocho,36.0,,,5.041666666666667,4.5,5.0,3.5,5.0,,4.5,5.0,5.5,5.0,5.5,6.0,,3.5,4.5,5.5,5.0,4.0,7.0,6.5,4.5,2.5,4.5,5.5,4.0,6.0,5.5,6.0,5.0,6.0,5.0,6.0,6.0,4.0,4.5,5.0,5.0,5.0,6.0,EAG,0.8482142857142857
5,D,14.0,Eboa Eboa Felix,27.0,,3.0,5.0,4.5,4.0,3.5,5.0,3.0,,5.5,6.0,6.0,,,3.0,,,5.0,4.5,,7.5,7.5,5.0,2.0,5.0,5.0,4.0,7.0,6.0,4.0,5.5,,,7.5,4.0,4.0,,,,6.0,5.0,EAG,2.0
6,D,6.0,Tabanou Franck,2.0,,,4.75,,,,,,,,,,5.0,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAG,0.125
7,D,8.0,Traoré Cheick,16.0,4.0,,4.45,5.0,,3.0,4.5,,,5.0,,,,,2.0,,,5.5,5.0,,5.0,,,,4.5,5.5,4.0,5.0,5.5,4.5,5.0,5.0,3.5,5.0,3.5,3.0,,,,,,EAG,0.9447368421052631
8,D,4.0,Koita Djegui,1.0,1.0,,5.25,,,,,,,,,,5.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAG,0.125
9,D,6.0,Johan Larsson,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,EAG,
10,D,6.0,Djilobodji Papy,2.0,2.0,,3.875,,,,,,,,,,,,,,,,,,,,,4.0,3.5,,,,,,,,,4.5,,,3.5,,,,,EAG,0.22916666666666666
11,D,9.0,Kerbrat Christophe,25.0,,,4.44,5.0,4.5,3.5,,3.5,3.0,6.0,6.0,6.0,,5.0,3.5,2.5,4.5,5.5,3.5,4.0,5.0,6.0,5.0,2.5,3.0,,4.0,,,,,6.0,4.0,,,,,4.5,5.0,,,EAG,1.2775
12,M,,Salibur Yannis,,1.0,,4.5,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EAG,
13,M,8.0,Benezet Nicolas,18.0,7.0,3.0,4.92,5.0,4.5,5.0,6.0,3.0,5.0,4.5,7.5,7.0,4.0,6.0,2.5,5.0,4.5,5.0,4.0,,,,,,,4.5,5.5,5.0,5.0,5.5,4.5,4.5,4.5,5.5,,,,,,,,EAG,1.1183333333333334
14,M,8.0,Coco Marcus,21.0,12.0,1.0,4.621212121212121,5.0,5.0,4.0,4.5,3.5,4.0,4.5,5.0,,,4.5,3.0,5.0,5.0,5.5,6.5,4.0,5.0,5.5,5.0,,4.5,4.5,4.5,5.0,6.0,4.0,2.5,,4.5,5.0,4.5,4.5,3.5,5.0,5.0,,5.0,EAG,0.625473484848485
15,M,11.0,Blas Ludovic,27.0,7.0,1.0,4.852941176470588,4.5,4.5,5.0,6.0,4.5,,5.5,5.5,4.5,3.5,6.0,2.5,4.0,,6.0,4.5,4.5,6.0,7.0,5.0,4.0,3.5,5.0,4.0,4.5,5.5,4.0,5.0,6.0,4.0,4.5,,,5.0,4.5,5.5,6.0,5.0,EAG,0.85650623885918
16,M,8.0,Didot Étienne,23.0,8.0,1.0,4.67741935483871,4.5,5.5,4.5,5.0,3.5,4.0,4.5,5.5,5.5,6.0,6.0,3.0,3.5,4.0,6.0,4.5,6.5,,5.5,4.0,2.5,,5.0,,,,4.5,5.0,,,4.0,5.0,4.0,4.5,5.0,4.5,4.5,5.0,EAG,0.8258064516129033
17,M,11.0,Phiri Lebogang,23.0,1.0,,5.208333333333333,4.5,,,,4.0,5.0,,,,5.0,,,,6.0,,,,6.0,6.0,,3.0,5.0,6.5,5.5,6.0,6.0,5.0,5.5,6.5,5.0,6.0,,3.5,3.5,5.5,7.0,5.0,4.0,EAG,1.085144927536232
18,M,4.0,Fofana Guessouma,4.0,6.0,,4.35,,,,,3.0,4.5,,5.0,5.0,4.5,4.5,2.5,4.5,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,EAG,0.7805555555555556
19,M,8.0,Ndong Didier,8.0,3.0,,4.636363636363637,,,,,,,,,,,,,,,,,,,,4.5,,4.5,,4.5,5.5,4.0,,,5.5,4.5,5.5,4.5,4.0,4.0,,,,,EAG,0.3545454545454545
20,M,10.0,Merghem Mehdi,9.0,,,4.833333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5.0,5.5,5.0,5.0,3.5,5.0,,5.0,4.0,EAG,0.4375
21,M,,Carnot Louis,,1.0,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,EAG,
22,M,8.0,Deaux Lucas,17.0,1.0,3.0,4.833333333333333,,,3.5,4.0,,,3.5,5.5,6.0,,,,4.5,,,,,6.5,,,4.5,3.5,5.0,,5.0,6.0,3.5,5.0,5.0,,,5.5,,,,4.5,,6.0,EAG,0.9411764705882353
23,A,10.0,Thuram Marcus,32.0,,9.0,4.796875,7.0,4.5,4.0,5.5,4.5,7.0,3.0,,2.0,,,,7.0,5.0,4.5,5.5,4.0,6.0,7.0,3.5,3.0,5.0,5.5,5.0,5.0,5.0,,4.0,5.5,3.5,,6.0,4.5,4.5,5.0,3.0,5.0,4.0,EAG,1.5622479838709677
24,A,8.0,N'Gbakoto Yeni,4.0,11.0,1.0,4.533333333333333,4.5,,,4.5,,4.5,,,4.5,,,,4.5,4.0,5.5,5.0,4.5,4.5,,4.5,3.0,,,,,,,,,,,5.0,6.0,3.5,,,,,EAG,0.5166666666666667
25,A,9.0,Roux Nolan,17.0,9.0,2.0,4.480769230769231,4.5,6.0,3.5,4.0,3.5,3.5,4.5,4.0,,,,,,,,,,4.0,6.5,5.0,,4.5,4.0,4.5,4.5,4.5,4.5,4.5,4.5,,5.0,5.0,4.0,,4.0,4.5,4.5,5.0,EAG,0.46961538461538455
26,A,,Julan Nathaël,3.0,7.0,,4.5,,,,,,4.5,,4.5,5.0,4.0,4.5,4.5,5.0,4.5,4.0,,4.5,,,,,,,,,,,,,,,,,,,,,,EAG,0.1111111111111111
27,A,1.0,Phaeton Matthias,,4.0,,4.875,,,,,,,,,,,,5.0,,4.5,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,EAG,0.0625
28,A,8.0,Mendy Alexandre,8.0,8.0,3.0,4.625,,,,,,,,,,,,,,,,,,,4.0,5.0,4.0,,,3.5,3.5,4.5,4.5,4.5,,4.0,,4.5,4.0,4.0,4.5,6.5,7.0,6.0,EAG,1.05
29,A,7.0,Rodelin Ronny,8.0,9.0,,4.5,,4.5,4.5,4.5,,,,,,4.0,5.0,,,,4.5,4.5,4.5,4.5,4.5,5.0,4.5,,4.5,,,,4.5,,4.5,4.5,,,,,4.0,,,,EAG,0.0625
0,G,7.0,Boucher Zacharie,2.0,,,5.5,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,6.0,,,,SCO,0.5
1,G,22.0,Butelle Ludovic,36.0,,,5.638888888888889,3.5,5.0,4.0,8.0,6.0,5.5,5.5,6.0,5.0,6.0,5.0,5.5,6.5,7.0,5.0,4.5,4.5,7.0,,4.5,7.0,7.5,6.0,6.5,6.5,5.0,5.0,5.0,6.5,5.0,4.0,6.0,7.5,5.0,,5.0,6.0,5.5,SCO,1.137301587301587
2,D,13.0,Thomas Romain,27.0,1.0,2 / (-1),5.160714285714286,2.0,,,,,,6.0,4.5,6.5,6.0,4.5,3.5,7.5,5.5,4.0,6.0,5.0,6.0,6.0,4.0,6.0,4.0,6.0,6.0,5.5,5.0,5.5,3.5,5.5,5.0,4.5,6.0,,5.0,,,,,SCO,1.2972883597883598
3,D,14.0,Traoré Ismael,29.0,1.0,3,5.05,4.5,5.0,4.5,7.5,6.0,6.0,5.5,5.0,5.5,7.0,3.5,,,5.5,5.5,5.0,,5.0,4.0,,,,,5.0,6.5,4.5,4.0,4.5,5.0,5.0,4.5,,4.5,5.0,6.0,4.0,3.0,5.0,SCO,0.9370689655172415
4,D,5.0,Andreu Yoann,,1.0,,4.5,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,SCO,
5,D,18.0,Manceau Vincent,31.0,,1 / (-1),5.161290322580645,3.5,5.0,4.0,5.5,6.0,5.5,6.0,4.5,4.5,5.0,5.0,3.0,5.5,,,,,5.5,,3.5,7.0,7.0,6.0,6.0,6.0,5.0,4.5,4.0,5.0,,,6.0,5.0,7.0,6.0,4.5,3.0,6.0,SCO,1.1897849462365593
6,D,12.0,Pavlovic Mateo,28.0,2.0,2,5.266666666666667,,4.5,4.0,6.0,5.5,6.0,5.0,,,,4.0,6.0,7.0,6.0,5.0,5.5,5.5,6.0,,3.5,6.0,5.5,6.0,5.5,6.5,5.0,5.5,4.0,,,,5.5,5.0,5.5,6.0,4.5,2.0,6.0,SCO,1.0298850574712644
7,D,13.0,Bamba Abdoulaye,29.0,1.0,,5.033333333333333,3.0,,,6.0,6.0,5.0,6.0,4.5,5.0,5.0,4.5,4.0,6.0,5.0,6.0,5.0,4.5,5.0,4.0,4.0,5.5,5.5,5.5,7.0,6.5,4.0,4.5,,5.0,4.5,5.0,5.0,4.5,,,,,,SCO,0.7402298850574712
8,D,5.0,Elhadji Diaw,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,SCO,
9,D,8.0,Pellenard Theo,6.0,,,4.583333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,6.0,5.5,4.5,3.0,4.5,SCO,1.1416666666666666
10,D,5.0,Ait Nouri Rayan,,3.0,,4.333333333333333,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,3.0,,SCO,1.3333333333333335
11,M,16.0,Fulgini Angelo,18.0,13.0,4,5.032258064516129,7.0,4.0,3.5,5.0,5.0,,,,,4.5,4.5,4.5,,5.0,,4.5,4.5,4.5,6.0,4.5,6.5,5.0,5.0,5.5,7.0,4.5,4.5,7.5,5.0,5.0,5.0,,5.5,5.5,5.5,4.0,3.0,5.0,SCO,0.9655913978494624
12,M,13.0,Mangani Thomas,18.0,11.0,3,4.862068965517241,4.5,5.0,7.0,3.5,,5.0,5.5,4.5,3.5,,,,5.0,4.5,5.0,5.0,5.0,5.0,5.5,5.0,4.5,4.5,4.5,4.5,,,4.0,5.0,4.0,8.0,4.0,5.0,5.0,4.5,5.0,,,,SCO,0.8017241379310346
13,M,10.0,Capelle Pierrick,21.0,5.0,3,5.173076923076923,6.0,5.0,4.0,5.0,5.5,5.0,5.0,5.0,7.0,5.0,4.0,4.0,7.5,4.5,6.0,5.5,5.0,,6.0,4.0,,,,,,,,,,5.0,4.0,7.5,4.0,,5.0,5.0,,5.0,SCO,1.0188461538461535
14,M,9.0,Pajot Vincent,10.0,3.0,,4.730769230769231,5.0,5.0,,,,,4.5,4.5,5.5,,,,,,,,,,,,,,,,,,,,,4.5,,5.5,4.5,5.0,5.5,4.0,3.5,4.5,SCO,0.358974358974359
15,M,16.0,Santamaria Baptiste,37.0,1.0,1,5.2105263157894735,4.5,5.0,4.0,5.5,7.0,5.5,6.0,4.0,4.0,6.0,5.0,4.5,5.0,5.0,4.0,5.5,5.0,5.5,5.0,3.5,6.0,5.5,6.0,7.0,5.5,4.0,5.5,5.0,5.5,5.5,5.0,6.5,6.0,6.0,6.0,4.0,3.5,6.0,SCO,0.8058321479374113
16,M,16.0,Reine-Adélaïde Jeff,29.0,6.0,3,4.9714285714285715,4.5,5.0,3.5,5.0,6.0,5.5,,5.0,5.5,6.0,5.0,4.5,5.0,4.5,4.0,4.5,3.0,5.0,4.5,,4.0,5.5,4.5,,5.0,4.5,5.0,6.0,4.0,5.0,7.5,6.5,5.0,5.5,6.0,5.5,3.5,5.0,SCO,0.7932773109243696
17,M,8.0,N'Doye Cheikh,26.0,1.0,,4.888888888888889,,4.0,4.5,5.5,5.5,4.5,5.5,4.5,5.0,5.0,6.0,3.5,5.0,5.0,4.5,5.0,4.0,3.5,,4.5,4.5,5.5,6.5,5.5,6.0,5.0,5.5,3.5,5.0,,,,,,,,,,SCO,0.6025641025641026
18,M,9.0,El Melali Farid,,18.0,,4.694444444444445,,,4.5,,,,,,,5.0,,,4.0,,,,,,,4.0,5.5,4.5,4.5,5.0,,,4.5,,4.5,4.5,5.0,4.5,4.5,,5.0,5.0,5.0,5.0,SCO,0.15114379084967317
19,M,17.0,Tait Flavien,34.0,2.0,6,5.527777777777778,5.0,4.0,6.0,5.0,8.0,5.5,6.0,4.5,6.5,,5.0,7.0,4.5,6.5,4.0,4.5,7.0,4.5,4.5,3.5,6.0,6.0,5.5,,7.0,4.5,8.0,5.0,5.5,5.0,6.0,6.0,5.5,5.5,5.5,6.0,5.0,5.5,SCO,1.1134920634920638
20,A,6.0,Kanga Wilfried,4.0,14.0,2,4.638888888888889,,4.0,5.0,4.5,4.0,5.0,,4.5,4.5,,,,,,4.5,,,,4.5,,,,4.0,7.5,4.0,,,,,,,4.5,4.5,4.5,,5.0,4.5,4.5,SCO,0.6119281045751631
21,A,22.0,Bahoken Stephane,31.0,1.0,11,4.84375,6.0,,,4.0,7.0,5.0,6.0,4.0,,5.0,4.5,6.0,4.0,6.0,4.0,4.5,4.0,4.0,6.5,5.5,4.0,2.5,6.5,4.5,6.0,3.5,4.5,6.5,3.5,,6.0,,,4.0,6.0,4.5,3.0,4.0,SCO,1.3618951612903225
22,A,6.0,Manzala Harrison,,8.0,,4.5,4.5,4.5,,,4.5,4.5,4.0,,,,,,,,,,4.5,4.5,5.0,,,,,,,,,,,,,,,,,,,,SCO,0.07142857142857142
23,A,7.0,Cristian,2.0,17.0,2,4.5,,,,,,,,,4.5,4.5,6.0,4.5,4.0,4.5,5.0,4.0,5.0,,,3.5,4.0,4.5,,4.0,6.0,4.5,,,3.0,5.0,4.5,4.5,,,,,,,SCO,0.5277777777777778
0,G,13.0,Rúnarsson Rúnar Alex,25.0,,,4.96,6.0,6.0,6.5,5.0,4.0,6.0,4.0,2.5,5.0,5.0,5.0,3.0,5.0,5.5,4.5,,,4.0,,,,,,,,,,,,6.0,6.0,5.5,5.0,5.0,4.5,6.0,4.0,5.0,DFCO,0.9775000000000001
1,G,7.0,Allain Bobby,13.0,,,5.884615384615385,,,,,,,,,,,,,,,,7.0,6.5,,4.5,6.0,6.5,7.0,5.0,6.0,5.5,6.0,5.0,7.0,4.5,,,,,,,,,,DFCO,0.8397435897435898
2,D,12.0,Lautoa Wesley,34.0,,(-1),4.735294117647059,5.0,6.0,6.0,3.5,,5.5,3.5,3.5,4.5,3.0,3.5,3.5,4.5,5.5,5.5,4.0,,3.0,4.5,5.0,5.5,6.0,5.0,4.0,4.5,,4.5,5.5,6.0,4.5,6.0,6.0,,4.5,4.0,5.0,4.5,6.0,DFCO,0.9126559714795008
3,D,10.0,Yambéré Cédric,30.0,3.0,,4.7727272727272725,5.0,7.0,,4.0,3.5,,3.0,4.0,5.0,,5.0,3.5,,6.0,5.5,4.5,4.5,3.0,4.5,5.0,4.5,6.0,5.5,4.0,,5.0,4.5,5.5,5.5,5.5,5.0,5.5,5.0,5.0,4.5,5.5,3.0,5.0,DFCO,0.8451704545454545
4,D,12.0,Chafik Fouad,21.0,,,4.9523809523809526,,,,,,5.0,,,,,,,4.0,,,,4.0,,,5.0,5.0,7.0,5.0,5.0,4.0,4.5,4.0,5.5,5.5,5.0,5.0,5.5,6.5,5.0,4.0,5.0,,4.5,DFCO,0.6226190476190474
5,D,6.0,Rosier Valentin,16.0,2.0,,4.611111111111111,4.5,7.5,7.0,3.0,3.5,5.0,3.5,3.5,5.0,5.0,5.5,2.5,4.0,5.5,5.0,4.5,3.5,,,,,,,,,5.0,,,,,,,,,,,,,DFCO,1.6928104575163394
6,D,11.0,Haddadi Oussama,30.0,2.0,2,4.84375,5.0,7.0,7.5,3.0,4.0,5.5,4.0,3.5,4.5,4.5,,,4.5,5.5,4.0,7.5,4.0,,4.5,5.0,5.0,6.0,5.0,4.0,3.5,,4.0,6.0,6.0,5.0,5.0,6.0,,5.0,3.0,5.0,3.0,,DFCO,1.4102822580645162
7,D,6.0,Coulibaly Senou,6.0,3.0,1,4.888888888888889,6.5,,,,,4.5,,4.5,,,,4.5,5.0,,,,,,,,,,,,5.0,5.0,,4.0,,,,,5.0,,,,,,DFCO,0.4861111111111112
8,D,8.0,Aguerd Naif,12.0,1.0,3,4.730769230769231,,,6.5,,,,,,,,,,5.0,6.5,5.5,,,2.5,,,,,4.5,,4.0,5.0,4.5,,,,,,5.5,4.5,3.0,,,4.5,DFCO,1.3589743589743593
9,D,,Ciman Laurent,7.0,2.0,,4.222222222222222,,,,,3.0,5.5,3.5,,,4.5,5.5,3.0,4.0,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,DFCO,0.9444444444444443
10,D,7.0,Alphonse Mickaël,6.0,5.0,1,4.545454545454546,,,,,,,,,5.0,,6.0,3.0,,,,,,,3.5,,5.0,,,,,,,,,5.0,5.0,5.0,4.5,,,,3.5,4.5,DFCO,0.7727272727272728
11,D,7.0,Bouka Moutou Arnold,,3.0,,4.666666666666667,,,,,,,,,,,,,,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,5.0,,DFCO,0.33333333333333337
