,club,firstname,id,lastname,position,quotation,teamId,ultraPosition,avgRate,sumGoals,currentChampionship,percentageStarter
64,Getafe,Xabier,player_58637,Etxeita,2,6,1450,20,4.6,0.0,3.0,0.33
65,Villarreal,Jaume,player_58792,Costa,2,7,449,21,5,0.0,3.0,0.0
66,Valladolid,,player_58819,Kiko Olivas,2,4,192,20,-,0.0,3.0,0.0
67,Valladolid,,player_58876,Míchel,3,7,192,32,4.9,1.0,3.0,0.28
68,Bilbao,Óscar,player_59062,De Marcos,2,10,174,21,5.1,0.0,3.0,0.28
69,Eibar,,player_59140,Cote,2,4,953,21,-,0.0,3.0,0.0
70,Cadix,Alberto,player_59339,Perea,3,11,1737,32,5.3,0.0,3.0,0.33
71,Granada,Maxime,player_59963,Gonalons,3,13,5683,31,5.4,0.0,3.0,0.61
72,Huesca,Pedro,player_60012,Mosquera,3,11,2894,31,4.9,0.0,3.0,1.0
73,Real Madrid,Thibaut,player_60772,Courtois,1,22,186,10,5.4,0.0,3.0,1.0
74,Real Madrid,,player_61256,Casemiro,3,30,186,31,5.7,3.0,3.0,0.72
75,Alavés,,player_61316,Joselu,4,16,173,40,5.3,3.0,3.0,0.8300000000000001
76,Eibar,,player_61597,Kike García,4,16,953,40,5.1,5.0,3.0,0.89
77,Osasuna,,player_61814,Raúl Navas,2,4,450,20,3.5,0.0,3.0,0.11
78,Sevilla,Sergio,player_62991,Escudero,2,7,179,21,5.4,1.0,3.0,0.11
79,Huesca,Borja,player_63904,García,3,14,2894,32,5.2,1.0,3.0,0.72
80,Atlético,Stefan,player_65807,Savic,2,16,175,20,5.5,0.0,3.0,0.78
81,Getafe,Allan-Roméo,player_67527,Nyom,2,9,1450,21,4.9,0.0,3.0,0.78
82,Cadix,Pedro,player_67759,Alcalá,2,6,1737,20,4.8,0.0,3.0,0.17
83,Atlético,Sime,player_68353,Vrsaljko,2,7,175,21,4.8,0.0,3.0,0.11
84,Barcelona,Martin,player_68690,Braithwaite,4,14,178,40,4.7,2.0,3.0,0.44
85,Barcelona,,player_69752,Neto,1,7,178,10,5.3,0.0,3.0,0.33
86,Osasuna,Rubén,player_71679,Martínez,1,9,450,10,3.7,0.0,3.0,0.17
87,Sevilla,Nemanja,player_72154,Gudelj,3,10,179,31,5.2,0.0,3.0,0.17
88,Valencia,Jasper,player_72162,Cillessen,1,1,191,10,-,0.0,3.0,0.0
89,Real Sociedad,,player_73314,Willian José,4,10,188,40,5.1,3.0,3.0,0.44
90,Bilbao,Iker,player_76012,Muniain,4,15,174,40,5.4,4.0,3.0,0.8300000000000001
91,Celta,Hugo,player_76508,Mallo,2,11,176,21,4.5,1.0,3.0,0.8300000000000001
92,Eibar,Yoel,player_76510,Rodríguez,1,7,953,10,-,0.0,3.0,0.0
93,Granada,Jorge,player_76555,Molina,4,16,5683,40,4.6,3.0,3.0,0.39
94,Huesca,Mikel,player_76558,Rico,3,14,2894,31,5.2,1.0,3.0,0.72
95,Granada,Ángel,player_76597,Montoro,3,7,5683,32,5.6,1.0,3.0,0.39
96,Villarreal,,player_76610,Mario Gaspar,2,11,449,21,5.2,0.0,3.0,0.78
97,Barcelona,Antoine,player_76650,Griezmann,4,29,178,40,5.5,5.0,3.0,0.8300000000000001
98,Huesca,Damián,player_76744,Musto,3,5,2894,31,-,0.0,3.0,0.0
99,Levante,,player_77039,Toño,2,5,855,21,4.6,0.0,3.0,0.17
100,Barcelona,Marc-André,player_77318,ter Stegen,1,16,178,10,5.4,0.0,3.0,0.67
101,Alavés,Florian,player_77359,Lejeune,2,10,173,20,4.8,0.0,3.0,0.8300000000000001
102,Atlético,,player_77390,Koke,3,20,175,32,5.5,0.0,3.0,0.78
103,Atlético,Kieran,player_77794,Trippier,2,17,175,21,5.8,0.0,3.0,0.78
104,Betis,Joel,player_78315,Robles,1,9,185,10,4.7,0.0,3.0,0.5
105,Levante,Cheick,player_78323,Doukouré,3,1,855,31,-,0.0,3.0,0.0
106,Huesca,Shinji,player_78412,Okazaki,4,13,2894,40,4.5,1.0,3.0,0.5
107,Osasuna,,player_78874,Iñigo Pérez,3,9,450,31,4.9,0.0,3.0,0.67
108,Sevilla,Aleix,player_79627,Vidal,3,7,179,32,4.9,0.0,3.0,0.11
109,Real Madrid,,player_80209,Isco,3,7,186,32,5.0,0.0,3.0,0.17
110,Betis,,player_80287,Juanmi,4,5,185,40,4.0,0.0,3.0,0.11
111,Eibar,Sergi,player_80791,Enrich,4,8,953,40,4.4,1.0,3.0,0.17
112,Getafe,Francisco,player_80795,Portillo,3,6,1450,32,5.0,0.0,3.0,0.11
113,Valladolid,Raúl,player_80908,García,2,10,192,21,4.9,1.0,3.0,0.28
114,Alavés,Tomás,player_80956,Pina,3,9,173,31,5.3,1.0,3.0,0.72
115,Levante,Aitor,player_80993,Fernández,1,18,855,10,5.4,0.0,3.0,0.8300000000000001
116,Betis,Marc,player_81138,Bartra,2,7,185,20,4.3,0.0,3.0,0.72
117,Atlético,Jan,player_81352,Oblak,1,26,175,10,5.8,0.0,3.0,0.89
118,Levante,Sergio,player_82418,León,4,11,855,40,4.4,1.0,3.0,0.06
119,Alavés,John,player_82970,Guidetti,4,5,173,40,4.4,0.0,3.0,0.0
120,Getafe,Abdoulaye,player_83330,Diaby,3,4,1450,32,4.5,0.0,3.0,0.0
121,Elche,,player_83553,Fidel,3,19,954,32,5.4,4.0,3.0,0.78
122,Eibar,Sergio,player_83578,Álvarez,3,9,953,31,4.9,0.0,3.0,0.56
123,Real Sociedad,Asier,player_84086,Illarramendi,3,1,188,31,-,0.0,3.0,0.0
124,Bilbao,Ibai,player_84471,Gómez,3,2,174,32,-,0.0,3.0,0.0
125,Barcelona,,player_84583,Philippe Coutinho,3,17,178,32,5.4,2.0,3.0,0.44
126,Osasuna,Darko,player_84700,Brasanac,3,10,450,31,4.9,1.0,3.0,0.11
127,Valladolid,Jordi,player_86148,Masip,1,17,192,10,5.4,0.0,3.0,0.67
128,Sevilla,Sergi,player_86151,Gómez,2,4,179,20,4.8,0.0,3.0,0.17
129,Betis,Martín,player_86153,Montoya,2,5,185,21,4.6,0.0,3.0,0.11
130,Barcelona,Sergi,player_86157,Roberto,2,12,178,21,6.1,1.0,3.0,0.39
131,Levante,Rubén,player_86168,Rochina,3,13,855,32,5.4,0.0,3.0,0.5
132,Betis,Cristian,player_86169,Tello,3,12,185,32,5.1,4.0,3.0,0.44
133,Celta,,player_86173,Nolito,3,18,176,32,5.5,4.0,3.0,0.89
134,Atlético,,player_86399,Vitolo,3,6,175,32,4.8,0.0,3.0,0.17
135,Betis,Aissa,player_86813,Mandi,2,12,185,21,4.9,3.0,3.0,0.61
136,Villarreal,,player_86876,Paco Alcácer,4,15,449,40,5.3,5.0,3.0,0.5
137,Eibar,Anaitz,player_87026,Arbilla,2,9,953,20,4.8,0.0,3.0,0.67
138,Eibar,,player_87499,Paulo Oliveira,2,9,953,20,5.0,0.0,3.0,0.61
139,Granada,Germán,player_87661,Sánchez,2,14,5683,20,4.8,2.0,3.0,0.72
140,Real Madrid,,player_88477,Nacho,2,7,186,20,5.2,0.0,3.0,0.39
141,Cadix,,player_88479,Álex Fernández,3,13,1737,32,5.2,1.0,3.0,0.8300000000000001
142,Real Madrid,Daniel,player_88483,Carvajal,2,11,186,21,5.6,0.0,3.0,0.5
143,Valencia,Denis,player_88489,Cheryshev,3,11,191,32,5.4,0.0,3.0,0.44
144,Real Sociedad,,player_88550,Portu,3,23,188,32,5.4,5.0,3.0,0.72
145,Barcelona,Samuel,player_88580,Umtiti,2,5,178,20,5.3,0.0,3.0,0.06
146,Huesca,Pablo,player_88621,Ínsua,2,6,2894,20,4.8,0.0,3.0,0.44
147,Atlético,Geoffrey,player_88754,Kondogbia,3,9,175,31,5.3,0.0,3.0,0.28
148,Huesca,Juan Carlos,player_88782,Real,3,5,2894,32,4.7,0.0,3.0,0.17
149,Huesca,Jorge,player_88925,Pulido,2,10,2894,20,4.5,0.0,3.0,0.72
150,Levante,José,player_88952,Campaña,3,15,855,31,5.6,1.0,3.0,0.44
151,Alavés,Edgar,player_89215,Méndez,3,14,173,32,5.1,2.0,3.0,0.72
152,Alavés,,player_89274,Jota,3,9,173,32,4.8,0.0,3.0,0.56
153,Bilbao,Iago,player_89292,Herrerín,1,7,174,10,-,0.0,3.0,0.0
154,Levante,Jorge,player_89334,Miramón,2,9,855,21,5.0,0.0,3.0,0.5
155,Atlético,Saúl,player_89335,Ñíguez,3,15,175,31,5.2,1.0,3.0,0.39
156,Osasuna,Aridane,player_89399,Hernández,2,9,450,20,5.1,0.0,3.0,0.61
157,Cadix,Jon Ander,player_89542,Garrido,3,6,1737,31,4.8,0.0,3.0,0.06
158,Alavés,Rodrigo,player_89551,Battaglia,3,9,173,31,4.9,0.0,3.0,0.89
159,Celta,Denis,player_89572,Suárez,3,14,176,32,5.2,0.0,3.0,0.89
160,Cadix,,player_89592,José Mari,3,5,1737,31,5.3,0.0,3.0,0.39
161,Valladolid,,player_89850,Sergi Guardiola,4,11,192,40,4.5,1.0,3.0,0.56
162,Real Madrid,Raphael,player_90152,Varane,2,29,186,20,5.5,0.0,3.0,0.9400000000000001
163,Bilbao,Íñigo,player_90318,Martínez,2,15,174,20,5.1,0.0,3.0,0.9400000000000001
164,Valladolid,,player_90394,Nacho,2,9,192,21,4.7,0.0,3.0,0.78
165,Levante,Sergio,player_90400,Postigo,2,8,855,20,5.0,0.0,3.0,0.61
166,Osasuna,Roberto,player_90402,Torres,3,18,450,32,5.4,4.0,3.0,0.61
167,Getafe,David,player_90407,Timor,3,9,1450,31,4.8,0.0,3.0,0.33
168,Huesca,David,player_90657,Ferreiro,3,15,2894,32,5.3,1.0,3.0,0.8300000000000001
169,Alavés,,player_90728,Ximo Navarro,2,11,173,20,5.1,1.0,3.0,0.72
170,Eibar,,player_91338,Recio,3,6,953,31,4.9,0.0,3.0,0.17
171,Elche,Víctor,player_91373,Rodríguez,3,7,954,32,5.0,0.0,3.0,0.06
172,Eibar,Pedro,player_91393,Bigas,2,10,953,20,4.6,0.0,3.0,0.72
173,Alavés,Fernando,player_91406,Pacheco,1,21,173,10,5.4,0.0,3.0,1.0
174,Elche,Juan,player_92084,Sánchez Miño,2,9,954,21,4.5,0.0,3.0,0.28
175,Osasuna,,player_92190,Jony,3,7,450,32,4.9,0.0,3.0,0.33
176,Osasuna,,player_93203,Juan Cruz,2,10,450,21,4.6,0.0,3.0,0.72
177,Elche,,player_93283,Cifu,2,4,954,21,4.5,0.0,3.0,0.06
178,Granada,,player_93335,Fede Vico,3,5,5683,32,4.8,0.0,3.0,0.06
179,Alavés,Rodrigo,player_93421,Ely,2,8,173,20,4.9,1.0,3.0,0.33
180,Villarreal,,player_93721,Gerard Moreno,4,40,449,40,6.0,10.0,3.0,0.89
181,Elche,,player_93881,Diego Rodríguez,1,7,954,10,-,0.0,3.0,0.0
182,Getafe,Leandro,player_93921,Chichizola,1,1,1450,10,-,0.0,3.0,0.0
183,Osasuna,Ante,player_94273,Budimir,4,12,450,40,4.8,2.0,3.0,0.39
184,Cadix,Filip,player_94547,Malbasic,4,8,1737,40,4.4,0.0,3.0,0.22
185,Eibar,Marko,player_94618,Dmitrovic,1,18,953,10,5.4,0.0,3.0,1.0
186,Cadix,,player_94756,Salvi Sánchez,3,9,1737,32,5.2,2.0,3.0,0.67
187,Levante,Nikola,player_96093,Vukcevic,3,6,855,31,4.9,0.0,3.0,0.39
188,Betis,,player_96122,William Carvalho,3,8,185,31,5.0,2.0,3.0,0.56
189,Granada,Dimitri,player_96767,Foulquier,2,9,5683,21,4.5,0.0,3.0,0.78
190,Valladolid,Rubén,player_96771,Alcaraz,3,11,192,31,5.0,0.0,3.0,0.56
191,Valladolid,Óscar,player_96785,Plano,4,13,192,40,5.3,1.0,3.0,0.72
192,Real Sociedad,Joseba,player_98821,Zaldua,2,7,188,21,4.9,0.0,3.0,0.17
193,Osasuna,,player_98851,David García,2,12,450,20,4.9,1.0,3.0,0.9400000000000001
194,Elche,Guido,player_98914,Carrillo,4,9,954,40,4.6,1.0,3.0,0.11
195,Villarreal,,player_98961,Manu Trigueros,3,18,449,32,5.4,1.0,3.0,0.8300000000000001
196,Valladolid,Bruno,player_98976,González,2,12,192,20,5.1,1.0,3.0,0.8300000000000001
197,Getafe,,player_99005,Damián Suárez,2,11,1450,21,4.7,1.0,3.0,0.72
198,Levante,Óscar,player_99128,Duarte,2,11,855,20,4.6,1.0,3.0,0.39
199,Villarreal,,player_100059,Alberto Moreno,2,4,449,21,-,0.0,3.0,0.0
200,Levante,Nemanja,player_100263,Radoja,3,8,855,31,5.0,0.0,3.0,0.28
201,Sevilla,Franco,player_100731,Vázquez,3,5,179,32,4.9,0.0,3.0,0.0
202,Celta,Néstor,player_100868,Araújo,2,11,176,20,4.7,0.0,3.0,0.67
203,Celta,Okay,player_101394,Yokuslu,3,8,176,31,4.6,0.0,3.0,0.17
204,Cadix,Jens,player_102002,Jonsson,3,12,1737,31,5.2,0.0,3.0,0.9400000000000001
205,Atlético,Héctor,player_102578,Herrera,3,7,175,32,5.2,0.0,3.0,0.22
206,Sevilla,Karim,player_103040,Rekik,2,4,179,20,5.0,0.0,3.0,0.06
207,Eibar,Takashi,player_103263,Inui,3,11,953,32,5.1,1.0,3.0,0.89
208,Huesca,,player_103844,Luisinho,2,5,2894,21,4.8,0.0,3.0,0.11
209,Sevilla,,player_103953,Suso,3,12,179,32,5.2,2.0,3.0,0.56
210,Cadix,Anthony,player_104448,Lozano,4,10,1737,40,4.9,3.0,3.0,0.5
211,Elche,,player_105093,Luismi,3,5,954,31,4.8,0.0,3.0,0.11
212,Celta,David,player_105488,Juncà,2,1,176,21,-,0.0,3.0,0.0
213,Eibar,Damian,player_105564,Kadzior,3,5,953,32,4.5,0.0,3.0,0.11
214,Betis,,player_106468,Álex Moreno,2,7,185,21,4.8,0.0,3.0,0.72
215,Celta,,player_106539,Rubén Blanco,1,13,176,10,4.6,0.0,3.0,0.61
216,Granada,,player_106671,Quini,2,9,5683,21,4.8,0.0,3.0,0.06
217,Valladolid,Roque,player_106899,Mesa,3,9,192,31,4.9,0.0,3.0,0.33
218,Villarreal,Gerónimo,player_106921,Rulli,1,7,449,10,-,0.0,3.0,0.0
219,Celta,Jeison,player_107117,Murillo,2,12,176,20,4.5,0.0,3.0,0.89
220,Real Madrid,Lucas,player_107593,Vázquez,3,16,186,32,5.5,2.0,3.0,0.72
221,Celta,Kevin,player_107807,Vázquez,2,4,176,21,-,0.0,3.0,0.0
222,Levante,Carlos,player_108145,Clerc,2,12,855,21,5.0,0.0,3.0,0.8300000000000001
223,Huesca,Sandro,player_108438,Ramírez,4,9,2894,40,4.9,2.0,3.0,0.33
224,Villarreal,,player_109243,Moi Gómez,3,16,449,32,5.4,1.0,3.0,0.78
225,Eibar,,player_109262,Rober Correa,2,7,953,21,5.2,0.0,3.0,0.44
226,Getafe,Jaime,player_109270,Mata,4,12,1450,40,4.6,3.0,3.0,0.56
227,Levante,Roger,player_109702,Martí,4,17,855,40,5.0,5.0,3.0,0.61
228,Getafe,Rubén,player_110713,Yáñez,1,11,1450,10,5.3,0.0,3.0,0.28
229,Elche,Edgar,player_110923,Badia,1,18,954,10,5.7,0.0,3.0,0.89
230,Granada,Darwin,player_111133,Machís,3,14,5683,32,5.5,2.0,3.0,0.61
231,Osasuna,Lucas,player_111232,Torró,3,5,450,31,5.1,0.0,3.0,0.11
232,Villarreal,Carlos,player_111274,Bacca,4,5,449,40,4.5,0.0,3.0,0.11
233,Cadix,,player_111313,Iza,2,11,1737,21,5.2,0.0,3.0,0.78
234,Valencia,Rubén,player_112994,Sobrino,4,5,191,40,4.4,0.0,3.0,0.0
235,Huesca,Eugeni,player_114543,Valderrama,3,4,2894,32,5.0,0.0,3.0,0.06
236,Sevilla,Óliver,player_115860,Torres,3,9,179,32,5.0,0.0,3.0,0.39
237,Levante,,player_116206,Rúben Vezo,2,12,855,20,5.1,1.0,3.0,0.67
238,Atlético,,player_116404,Felipe,2,12,175,20,5.4,0.0,3.0,0.5
239,Eibar,,player_116626,Kévin Rodrigues,2,8,953,21,4.7,1.0,3.0,0.44
240,Valencia,Jaume,player_116732,Doménech,1,17,191,10,5.6,0.0,3.0,1.0
241,Atlético,Yannick,player_119718,Carrasco,3,15,175,32,5.8,2.0,3.0,0.44
242,Sevilla,Yassine,player_120026,Bounou,1,20,179,10,5.5,0.0,3.0,0.78
243,Sevilla,Lucas,player_121117,Ocampos,3,28,179,32,5.4,3.0,3.0,0.8300000000000001
244,Villarreal,Ramiro,player_121221,Funes Mori,2,4,449,20,5,0.0,3.0,0.0
245,Elche,Emiliano,player_122826,Rigoni,3,10,954,32,4.9,0.0,3.0,0.22
246,Granada,,player_124097,Rui Silva,1,18,5683,10,5.2,0.0,3.0,0.9400000000000001
247,Granada,Ramón,player_125945,Azeez,3,4,5683,32,4.0,0.0,3.0,0.06
248,Alavés,Rubén,player_126119,Duarte,2,9,173,21,4.7,0.0,3.0,0.8300000000000001
249,Villarreal,Rubén,player_126290,Peña,3,9,449,32,5.1,0.0,3.0,0.22
250,Osasuna,,player_130026,Rubén García,3,20,450,32,5.4,3.0,3.0,1.0
251,Alavés,Pere,player_131411,Pons,3,5,173,31,4.6,0.0,3.0,0.33
252,Valencia,José,player_132105,Gayà,2,12,191,21,5.1,0.0,3.0,0.8300000000000001
253,Osasuna,Sergio,player_138039,Herrera,1,14,450,10,5.2,0.0,3.0,0.8300000000000001
254,Bilbao,,player_140264,Dani García,3,9,174,31,5.0,0.0,3.0,0.61
255,Bilbao,Ander,player_140266,Capa,2,14,174,21,5.0,2.0,3.0,0.9400000000000001
256,Osasuna,,player_141115,Brandon,4,1,450,40,-,0.0,3.0,0.0
257,Valladolid,Pablo,player_143622,Hervías,3,12,192,32,5.2,0.0,3.0,0.44
258,Huesca,Gastón,player_148037,Silva,2,4,2894,21,5,0.0,3.0,0.0
259,Getafe,Djené,player_149838,Dakonam,2,15,1450,20,5.1,0.0,3.0,0.89
260,Celta,,player_150360,Santi Mina,4,11,176,40,4.8,1.0,3.0,0.56
261,Atlético,José,player_151883,Giménez,2,9,175,20,5.4,0.0,3.0,0.33
262,Celta,Lucas,player_152563,Olaza,2,13,176,21,5.0,0.0,3.0,0.9400000000000001
263,Real Sociedad,Adnan,player_154976,Januzaj,3,7,188,32,5.6,2.0,3.0,0.22
264,Alavés,Lucas,player_155851,Pérez,4,23,173,40,5.3,4.0,3.0,0.56
265,Atlético,Ángel,player_156223,Correa,4,11,175,40,5.2,2.0,3.0,0.61
266,Granada,,player_156301,Antonio Puertas,3,16,5683,32,4.9,0.0,3.0,0.61
267,Valencia,,player_158074,Gabriel Paulista,2,12,191,20,5.1,1.0,3.0,0.67
268,Osasuna,,player_163711,Unai García,2,7,450,20,4.8,0.0,3.0,0.33
269,Valencia,,player_163784,Jason,4,8,191,40,4.8,0.0,3.0,0.22
270,Alavés,,player_163817,Burgui,3,1,173,32,-,0.0,3.0,0.0
271,Levante,José Luis,player_165375,Morales,4,18,855,40,5.4,7.0,3.0,0.72
272,Sevilla,,player_165659,Diego Carlos,2,23,179,20,5.3,0.0,3.0,0.9400000000000001
273,Eibar,,player_165800,Rafa Soares,2,8,953,21,5.0,0.0,3.0,0.28
274,Cadix,Carlos,player_166138,Akapo,2,7,1737,21,5.0,0.0,3.0,0.28
275,Celta,Renato,player_166162,Tapia,3,11,176,31,5.2,0.0,3.0,0.9400000000000001
276,Betis,Nabil,player_166552,Fekir,3,15,185,32,5.2,1.0,3.0,0.89
277,Cadix,Jeremías,player_167210,Ledesma,1,14,1737,10,5.3,0.0,3.0,0.8300000000000001
278,Atlético,Thomas,player_167449,Lemar,3,12,175,32,5.3,1.0,3.0,0.5
279,Granada,Luis,player_167742,Milla,3,11,5683,32,5.5,1.0,3.0,0.67
280,Granada,,player_167767,Kenedy,3,12,5683,32,5.0,1.0,3.0,0.5
281,Osasuna,Jonathan,player_168287,Calleri,4,12,450,40,4.8,2.0,3.0,0.56
282,Betis,Antonio,player_168598,Sanabria,4,11,185,40,4.6,3.0,3.0,0.56
283,Getafe,Enes,player_168636,Ünal,4,8,1450,40,4.2,0.0,3.0,0.22
284,Alavés,,player_169148,Deyverson,4,11,173,40,4.5,1.0,3.0,0.5
285,Getafe,,player_169201,Chema Rodríguez,2,6,1450,20,4.1,0.0,3.0,0.22
286,Celta,David,player_169205,Costas,2,1,176,20,-,0.0,3.0,0.0
287,Getafe,Erick,player_169586,Cabaco,2,9,1450,20,4.8,0.0,3.0,0.56
288,Sevilla,Marcos,player_169813,Acuña,2,11,179,21,4.9,0.0,3.0,0.72
289,Eibar,Esteban,player_169873,Burgos,2,11,953,20,5.2,3.0,3.0,0.56
290,Huesca,Pablo,player_170154,Maffeo,2,6,2894,21,4.5,1.0,3.0,0.5
291,Sevilla,Munir,player_170864,El Haddadi,4,12,179,40,5.0,2.0,3.0,0.28
292,Valladolid,Saidy,player_170929,Janko,2,7,192,21,4.9,0.0,3.0,0.11
293,Barcelona,Clément,player_171101,Lenglet,2,17,178,20,5.0,1.0,3.0,0.78
294,Getafe,Mauro,player_171222,Arambarri,3,13,1450,31,5.2,1.0,3.0,0.89
295,Atlético,Ivo,player_173268,Grbic,1,7,175,10,-,0.0,3.0,0.0
296,Cadix,David,player_173947,Gil,1,7,1737,10,4.0,0.0,3.0,0.06
297,Levante,Mickaël,player_174279,Malsa,3,13,855,31,5.3,0.0,3.0,0.72
298,Real Madrid,Marco,player_174292,Asensio,3,17,186,32,5.1,1.0,3.0,0.44
299,Elche,Pere,player_175090,Milla,4,8,954,40,4.7,1.0,3.0,0.61
300,Getafe,David,player_175204,Soria,1,11,1450,10,5.1,0.0,3.0,0.67
301,Betis,Víctor,player_175946,Camarasa,3,3,185,32,-,0.0,3.0,0.0
302,Sevilla,Carlos,player_176189,Fernández,4,8,179,40,4.4,0.0,3.0,0.11
303,Alavés,Antonio,player_176245,Sivera,1,7,173,10,-,0.0,3.0,0.0
304,Granada,Aarón,player_176278,Escandell,1,7,5683,10,-,0.0,3.0,0.0
305,Cadix,,player_177849,Nano Mesa,4,4,1737,40,4,0.0,3.0,0.0
306,Valladolid,,player_178092,Fede San Emeterio,3,11,192,31,5.1,0.0,3.0,0.67
307,Real Madrid,,player_178347,Mariano,4,6,186,40,4.6,1.0,3.0,0.11
308,Cadix,Alfonso,player_178424,Espino,2,10,1737,21,4.9,0.0,3.0,1.0
309,Betis,Carlos,player_178865,Marín,1,3,185,10,-,0.0,3.0,0.0
310,Osasuna,,player_178870,Kike Barja,3,9,450,32,4.8,0.0,3.0,0.17
311,Alavés,Adrián,player_178873,Marín,2,6,173,21,4.9,0.0,3.0,0.06
312,Granada,Jesús,player_178876,Vallejo,2,8,5683,20,4.5,0.0,3.0,0.44
313,Celta,Brais,player_178880,Méndez,3,16,176,32,5.3,3.0,3.0,0.61
314,Osasuna,Gorka,player_179265,Zabarte,2,1,450,21,-,0.0,3.0,0.0
315,Getafe,Marc,player_179268,Cucurella,2,25,1450,21,5.7,2.0,3.0,0.9400000000000001
316,Barcelona,Carles,player_179271,Aleñá,3,4,178,32,5.0,0.0,3.0,0.06
317,Valladolid,,player_179371,Kuki Zalazar,4,1,192,40,-,0.0,3.0,0.0
318,Atlético,,player_179380,Toni Moya,3,1,175,32,-,0.0,3.0,0.0
319,Barcelona,,player_179382,Oriol Busquets,3,1,178,31,-,0.0,3.0,0.0
320,Cadix,Iván,player_179926,Alejo,3,7,1737,32,4.9,1.0,3.0,0.11
321,Elche,Youssouf,player_180124,Kone,2,5,954,21,4.5,0.0,3.0,0.06
322,Valencia,,player_181284,Gonçalo Guedes,4,10,191,40,5.1,1.0,3.0,0.67
323,Levante,,player_182617,Koke Vegas,1,7,855,10,3.0,0.0,3.0,0.06
324,Bilbao,Unai,player_183462,López,3,9,174,32,5.2,2.0,3.0,0.33
325,Elche,Omenuke,player_183778,Mfulu,3,7,954,31,4.6,0.0,3.0,0.22
326,Real Madrid,Martin,player_184029,Ødegaard,3,7,186,32,5.0,0.0,3.0,0.17
327,Real Madrid,Luka,player_185533,Jovic,4,4,186,40,4.4,0.0,3.0,0.11
328,Elche,,player_185650,Dani Calvo,2,6,954,20,4.8,0.0,3.0,0.22
329,Atlético,Marcos,player_192364,Llorente,3,24,175,31,5.7,6.0,3.0,0.67
330,Elche,Lucas,player_193774,Boyé,4,12,954,40,4.5,3.0,3.0,0.61
331,Cadix,Yann,player_194302,Bodiger,3,8,1737,31,4.8,0.0,3.0,0.11
332,Villarreal,Sofian,player_194554,Chakla,2,1,449,20,5,0.0,3.0,0.0
333,Bilbao,Kenan,player_194625,Kodro,4,7,174,40,4.8,1.0,3.0,0.0
334,Barcelona,Rey,player_194827,Manaj,4,1,178,40,-,0.0,3.0,0.0
335,Sevilla,Joan,player_195364,Jordán,3,15,179,31,5.4,0.0,3.0,0.78
336,Elche,,player_195381,Raúl Guti,3,10,954,31,5.0,1.0,3.0,0.67
337,Bilbao,Jokin,player_195383,Ezkieta,1,3,174,10,-,0.0,3.0,0.0
338,Real Sociedad,Mikel,player_195384,Merino,3,15,188,31,5.3,1.0,3.0,0.9400000000000001
339,Bilbao,,player_195385,Alex Berenguer,3,13,174,32,5.2,2.0,3.0,0.78
340,Levante,Gonzalo,player_195457,Melero,3,18,855,32,5.4,4.0,3.0,0.72
341,Celta,Jorge,player_195502,Sáenz,2,2,176,20,-,0.0,3.0,0.0
342,Eibar,Yoshinori,player_196118,Muto,4,9,953,40,4.5,1.0,3.0,0.44
343,Levante,Enis,player_196739,Bardhi,3,10,855,32,5.1,0.0,3.0,0.39
344,Betis,Guido,player_197024,Rodríguez,3,20,185,31,5.1,1.0,3.0,0.9400000000000001
345,Bilbao,Íñigo,player_197314,Lekue,2,6,174,21,5,0.0,3.0,0.0
346,Real Sociedad,,player_197316,Álex Remiro,1,22,188,10,5.4,0.0,3.0,1.06
347,Bilbao,Yeray,player_197319,Álvarez,2,8,174,20,5.0,0.0,3.0,0.61
348,Bilbao,Mikel,player_197326,Vesga,3,10,174,31,4.9,0.0,3.0,0.56
349,Bilbao,,player_197334,Iñaki Williams,4,17,174,40,5.3,4.0,3.0,0.9400000000000001
350,Getafe,,player_198499,Nemanja Maksimovic,3,15,1450,31,5.3,1.0,3.0,0.78
351,Atlético,Lucas,player_198849,Torreira,3,7,175,31,5.3,1.0,3.0,0.11
352,Elche,,player_199195,Josan,3,13,954,32,5.2,2.0,3.0,0.72
353,Cadix,,player_199254,Luismi Quezada,2,1,1737,21,-,0.0,3.0,0.0
354,Valladolid,,player_199259,Javi Sánchez,2,8,192,20,4.8,0.0,3.0,0.33
355,Cadix,Jairo,player_200221,Izquierdo,3,10,1737,32,4.8,0.0,3.0,0.28
356,Granada,,player_200599,Domingos Duarte,2,12,5683,20,4.8,1.0,3.0,0.78
357,Barcelona,,player_200910,Matheus Fernandes,3,1,178,31,-,0.0,3.0,0.0
358,Real Sociedad,Aritz,player_200957,Elustondo,2,9,188,20,5.2,0.0,3.0,0.56
359,Real Madrid,Álvaro,player_201172,Odriozola,2,3,186,21,5.0,0.0,3.0,0.06
360,Real Sociedad,Martín,player_201177,Merquelanz,4,9,188,40,5.1,0.0,3.0,0.17
361,Real Sociedad,Jon,player_201178,Guridi,3,6,188,32,5.0,0.0,3.0,0.22
362,Real Sociedad,Luca,player_201179,Sangalli,3,1,188,32,-,0.0,3.0,0.0
363,Real Sociedad,Jon,player_201182,Bautista,4,6,188,40,4.5,0.0,3.0,0.0
364,Villarreal,Ramiro,player_201221,Guerra,3,1,449,31,-,0.0,3.0,0.0
365,Elche,Jeison,player_201302,Lucumí,4,5,954,40,4.8,0.0,3.0,0.06
