,club,firstname,id,lastname,position,quotation,teamId,ultraPosition,avgRate,sumGoals,currentChampionship,percentageStarter
366,Elche,Gonzalo,player_201550,Verdú,2,12,954,20,5.1,0.0,3.0,0.89
367,Betis,Borja,player_202044,Iglesias,4,9,185,40,4.3,1.0,3.0,0.22
368,Villarreal,Pervis,player_204214,Estupiñán,2,12,449,21,5.1,0.0,3.0,0.39
369,Osasuna,,player_205992,Chimy Avila,4,4,450,40,-,0.0,3.0,0.0
370,Real Madrid,Ferland,player_206255,Mendy,2,18,186,21,5.4,0.0,3.0,0.67
371,Cadix,Jorge,player_206342,Pombo,4,6,1737,40,5.2,1.0,3.0,0.22
372,Valencia,Mouctar,player_208135,Diakhaby,2,11,191,20,5.1,1.0,3.0,0.67
373,Villarreal,Alfonso,player_208380,Pedraza,2,10,449,21,5.2,0.0,3.0,0.67
374,Atlético,Ivan,player_208639,Saponjic,4,1,175,40,-,0.0,3.0,0.0
375,Osasuna,,player_208765,Juan Pérez,1,2,450,10,-,0.0,3.0,0.0
376,Barcelona,,player_209712,Frenkie de Jong,3,26,178,31,5.9,2.0,3.0,0.9400000000000001
377,Granada,Kingsley,player_210167,Fobi,2,1,5683,21,5,0.0,3.0,0.0
378,Celta,Joseph,player_210171,Aidoo,2,9,176,21,5.0,0.0,3.0,0.44
379,Barcelona,,player_210341,Iñaki Peña,1,1,178,10,-,0.0,3.0,0.0
380,Bilbao,Unai,player_212769,Simón,1,13,174,10,4.8,0.0,3.0,1.0
381,Bilbao,Asier,player_212770,Villalibre,4,13,174,40,4.8,2.0,3.0,0.33
382,Cadix,,player_213118,Fali,2,11,1737,20,5.0,0.0,3.0,0.72
383,Atlético,Mario,player_213431,Hermoso,2,15,175,20,5.3,1.0,3.0,0.78
384,Cadix,,player_214435,Bobby Adekanye,4,4,1737,40,4.3,0.0,3.0,0.0
385,Getafe,Mathías,player_214966,Olivera,2,9,1450,21,4.8,0.0,3.0,0.8300000000000001
386,Valencia,,player_215206,Maxi Gómez,4,22,191,40,5.5,5.0,3.0,0.8300000000000001
387,Bilbao,Iñigo,player_215684,Córdoba,3,4,174,32,4.7,0.0,3.0,0.06
388,Valladolid,,player_216059,Jota,3,10,192,32,4.8,1.0,3.0,0.22
389,Eibar,Roberto,player_216474,Olabe,3,1,953,32,-,0.0,3.0,0.0
390,Real Sociedad,Igor,player_216475,Zubeldia,3,9,188,31,4.8,0.0,3.0,0.56
391,Cadix,Mamady,player_218239,Diarra,4,1,1737,40,-,0.0,3.0,0.0
392,Villarreal,Samuel,player_218328,Chukwueze,3,14,449,32,5.1,1.0,3.0,0.33
393,Huesca,Kelechi,player_218331,Nwakali,3,4,2894,32,4.9,0.0,3.0,0.06
394,Real Madrid,,player_218449,Eder Militão,2,5,186,20,5.3,0.0,3.0,0.06
395,Sevilla,Joris,player_218705,Gnagnon,2,1,179,20,-,0.0,3.0,0.0
396,Granada,Yan,player_218774,Eteki,3,8,5683,31,4.6,0.0,3.0,0.28
397,Real Sociedad,Mikel,player_219000,Oyarzabal,3,33,188,32,6.0,7.0,3.0,0.67
398,Real Sociedad,Alexander,player_219168,Isak,4,15,188,40,5.2,4.0,3.0,0.61
399,Sevilla,Oussama,player_219194,Idrissi,3,5,179,32,4.5,0.0,3.0,0.0
400,Villarreal,Takefusa,player_219271,Kubo,3,9,449,32,4.8,0.0,3.0,0.11
401,Barcelona,Ousmane,player_219438,Dembélé,4,14,178,40,5.2,2.0,3.0,0.39
402,Huesca,,player_219717,Javi Galán,2,12,2894,21,5.0,0.0,3.0,0.89
403,Huesca,Javier,player_219855,Ontiveros,3,15,2894,32,5.4,2.0,3.0,0.44
404,Huesca,,player_219929,Rafa Mir,4,13,2894,40,4.7,3.0,3.0,0.72
405,Celta,Emre,player_220046,Mor,4,5,176,40,4.4,0.0,3.0,0.22
406,Alavés,Aritz,player_220060,Castro,1,3,173,10,-,0.0,3.0,0.0
407,Levante,,player_220093,Rober Pier,2,8,855,20,4.6,0.0,3.0,0.17
408,Elche,,player_220097,Diego González,2,8,954,20,4.8,0.0,3.0,0.33
409,Valladolid,Joaquín,player_220122,Fernández,2,7,192,20,4.8,0.0,3.0,0.5
410,Elche,,player_220123,Josema,2,10,954,20,5.0,0.0,3.0,0.72
411,Sevilla,Jules,player_220325,Koundé,2,20,179,20,5.5,1.0,3.0,0.78
412,Valencia,,player_221306,Toni Lato,2,7,191,21,4.8,1.0,3.0,0.22
413,Valencia,,player_221511,Manu Vallejo,4,9,191,40,4.8,4.0,3.0,0.22
414,Barcelona,,player_222564,Trincão,3,8,178,32,4.5,0.0,3.0,0.0
415,Valencia,,player_222629,Thierry Correia,2,7,191,21,4.8,0.0,3.0,0.39
416,Real Madrid,Federico,player_223255,Valverde,3,22,186,31,5.5,3.0,3.0,0.44
417,Barcelona,Konrad,player_223348,De la Fuente,3,2,178,32,-,0.0,3.0,0.0
418,Sevilla,Óscar,player_223757,Rodríguez,3,10,179,32,5.0,0.0,3.0,0.11
419,Huesca,,player_223762,Jaime Seoane,3,10,2894,31,4.8,1.0,3.0,0.33
420,Levante,,player_223770,Dani Gómez,4,13,855,40,4.7,1.0,3.0,0.44
421,Betis,Diego,player_224389,Lainez,3,8,185,32,5.4,0.0,3.0,0.11
422,Valencia,Vicente,player_224438,Esquerdo,3,3,191,32,5.1,0.0,3.0,0.17
423,Valencia,Carlos,player_224860,Soler,3,22,191,32,6.0,6.0,3.0,0.72
