,club,firstname,id,lastname,position,quotation,teamId,ultraPosition,avgRate,sumGoals,currentChampionship,percentageStarter
110,Spezia,Diego,player_55654,Farias,4,11,2036,40,4.7,2.0,5.0,0.47000000000000003
111,Atalanta,Josip,player_55712,Ilicic,4,15,456,40,5.9,2.0,5.0,0.47000000000000003
112,Atalanta,Alejandro,player_55776,Gómez,3,22,456,32,5.8,4.0,5.0,0.53
113,Bologna,,player_55885,Ângelo da Costa,1,11,123,10,4.9,0.0,5.0,0.35000000000000003
114,Roma,Chris,player_55909,Smalling,2,9,121,20,5.3,0.0,5.0,0.41000000000000003
115,Verona,Marco,player_56486,Silvestri,1,23,126,10,5.8,0.0,5.0,1.0
116,Udinese,Mato,player_56733,Jajalo,3,4,136,31,5,0.0,5.0,0.0
117,Genoa,Milan,player_56999,Badelj,3,10,990,31,5.3,0.0,5.0,0.71
118,Verona,Darko,player_57012,Lazovic,3,12,126,32,5.0,1.0,5.0,0.47000000000000003
119,Fiorentina,Riccardo,player_57107,Saponara,3,4,125,32,4.8,0.0,5.0,0.0
120,Roma,Henrikh,player_57249,Mkhitaryan,3,42,121,32,6.3,8.0,5.0,1.0
121,Milan,Mateo,player_57527,Musacchio,2,2,120,20,-,0.0,5.0,0.0
122,Lazio,Ciro,player_59046,Immobile,4,50,129,40,5.6,11.0,5.0,0.8200000000000001
123,Spezia,Jeroen,player_59108,Zoet,1,1,2036,10,3.5,0.0,5.0,0.12
124,Parma,Luigi,player_59326,Sepe,1,14,131,10,4.9,0.0,5.0,1.0
125,Juventus,Carlo,player_59338,Pinsoglio,1,3,128,10,-,0.0,5.0,0.0
126,Sassuolo,Pedro,player_59779,Obiang,3,10,2182,31,4.9,0.0,5.0,0.29
127,Bologna,Roberto,player_59920,Soriano,3,27,123,32,5.7,6.0,5.0,1.0
128,Juventus,Wojciech,player_59936,Szczesny,1,15,128,10,5.3,0.0,5.0,0.71
129,Crotone,Luca,player_60017,Marrone,2,9,744,20,3.8,0.0,5.0,0.76
130,Benevento,Luca,player_60067,Caldirola,2,9,2000,20,4.6,2.0,5.0,0.53
131,Genoa,Mattia,player_60071,Destro,4,15,990,40,5.2,6.0,5.0,0.41000000000000003
132,Torino,Simone,player_60270,Zaza,4,7,135,40,4.4,1.0,5.0,0.35000000000000003
133,Benevento,Artur,player_60655,Ionita,3,12,2000,32,4.6,0.0,5.0,1.0
134,Verona,Emmanuel,player_60800,Badu,3,2,126,31,-,0.0,5.0,0.0
135,Cagliari,Luca,player_60849,Ceppitelli,2,7,124,20,4.3,0.0,5.0,0.18
136,Parma,Matteo,player_60999,Scozzarella,3,6,131,31,5.0,0.0,5.0,0.18
137,Atalanta,,player_61118,Rafael Tolói,2,15,456,20,5.0,2.0,5.0,0.71
138,Spezia,Luca,player_61330,Mora,3,4,2036,32,4.8,0.0,5.0,0.06
139,Sampdoria,Manolo,player_61548,Gabbiadini,4,7,603,40,4.7,0.0,5.0,0.06
140,Udinese,Roberto,player_61566,Pereyra,3,12,136,32,5.1,1.0,5.0,0.8200000000000001
141,Sassuolo,Vlad,player_62305,Chiriches,2,14,2182,20,5.3,2.0,5.0,0.71
142,Udinese,Tolgay,player_62339,Arslan,3,11,136,31,5.3,2.0,5.0,0.65
143,Sassuolo,Filip,player_66228,Djuricic,3,22,2182,32,5.6,3.0,5.0,0.71
144,Udinese,Marvin,player_66247,Zeegelaar,2,10,136,21,4.7,1.0,5.0,0.65
145,Juventus,Juan,player_66733,Cuadrado,2,20,128,21,5.2,0.0,5.0,0.65
146,Inter,Romelu,player_66749,Lukaku,4,48,127,40,5.8,12.0,5.0,0.76
147,Napoli,Kostas,player_66806,Manolas,2,15,459,20,5.3,0.0,5.0,0.88
148,Cagliari,Leonardo,player_67977,Pavoletti,4,8,124,40,4.5,1.0,5.0,0.29
149,Udinese,Jens,player_68659,Stryger Larsen,2,10,136,21,4.8,0.0,5.0,0.59
150,Parma,Juraj,player_69143,Kucka,3,17,131,31,5.2,2.0,5.0,0.76
151,Torino,Ricardo,player_69305,Rodríguez,2,8,135,21,4.7,0.0,5.0,0.65
152,Benevento,Kamil,player_71403,Glik,2,11,2000,20,4.8,0.0,5.0,1.0
153,Udinese,Ilija,player_72486,Nestorovski,4,9,136,40,4.7,1.0,5.0,0.06
154,Atalanta,Francesco,player_73709,Rossi,1,5,456,10,-,0.0,5.0,0.0
155,Crotone,Antonio,player_74027,Mazzotta,2,2,744,21,3.0,0.0,5.0,0.06
156,Spezia,Andrej,player_74145,Galabinov,4,6,2036,40,5.7,3.0,5.0,0.18
157,Napoli,Lorenzo,player_75592,Insigne,4,31,459,40,6.3,7.0,5.0,0.76
158,Spezia,,player_75770,Rafael,1,7,2036,10,5.0,0.0,5.0,0.06
159,Verona,Karim,player_76065,Laribi,3,3,126,32,-,0.0,5.0,0.0
160,Udinese,Bram,player_76623,Nuytinck,2,8,136,20,5.6,0.0,5.0,0.24
161,Parma,Jacopo,player_76811,Dezi,3,3,131,32,4.3,0.0,5.0,0.06
162,Sampdoria,Gastón,player_78091,Ramírez,3,10,603,32,5.0,0.0,5.0,0.35000000000000003
163,Bologna,Federico,player_78109,Santander,4,2,123,40,4.9,0.0,5.0,0.0
164,Inter,Stefan,player_78140,de Vrij,2,15,127,20,5.3,1.0,5.0,0.8200000000000001
165,Sassuolo,Mehdi,player_78796,Bourabia,3,9,2182,31,5.1,1.0,5.0,0.24
166,Torino,Simone,player_78819,Verdi,4,12,135,40,5.0,1.0,5.0,0.47000000000000003
167,Fiorentina,Pietro,player_79583,Terracciano,1,7,125,10,-,0.0,5.0,0.0
168,Sampdoria,Maya,player_80447,Yoshida,2,9,603,20,5.0,0.0,5.0,0.71
169,Inter,Christian,player_80607,Eriksen,3,7,127,32,4.8,0.0,5.0,0.24
170,Benevento,Gianluca,player_80948,Lapadula,4,13,2000,40,4.9,3.0,5.0,0.76
171,Spezia,Jacopo,player_80974,Sala,2,5,2036,21,4.0,0.0,5.0,0.24
172,Bologna,Nicola,player_81033,Sansone,3,6,123,32,4.9,0.0,5.0,0.06
173,Parma,Roberto,player_82135,Inglese,4,8,131,40,4.1,0.0,5.0,0.35000000000000003
174,Atalanta,Marten,player_82428,de Roon,3,14,456,31,5.5,1.0,5.0,0.76
175,Lazio,,player_82451,Luis Alberto,3,21,129,32,5.1,4.0,5.0,0.88
176,Napoli,Kevin,player_83340,Malcuit,2,3,459,21,5,0.0,5.0,0.0
177,Benevento,Bryan,player_83561,Dabo,3,9,2000,31,4.7,0.0,5.0,0.41000000000000003
178,Milan,,player_83984,Antonio Donnarumma,1,3,120,10,-,0.0,5.0,0.0
179,Roma,Leonardo,player_84161,Spinazzola,2,16,121,21,5.3,1.0,5.0,0.8200000000000001
180,Lazio,Francesco,player_84178,Acerbi,2,15,129,20,5.2,0.0,5.0,0.8200000000000001
181,Sampdoria,Bartosz,player_84724,Bereszynski,2,8,603,21,4.9,0.0,5.0,0.65
182,Parma,Vincent,player_85046,Laurini,2,4,131,21,4.3,0.0,5.0,0.18
183,Bologna,Lukasz,player_85288,Skorupski,1,10,123,10,5.1,0.0,5.0,0.59
184,Benevento,Gaetano,player_85295,Letizia,2,16,2000,21,5.4,3.0,5.0,0.8200000000000001
185,Napoli,Kalidou,player_86129,Koulibaly,2,12,459,20,5.3,0.0,5.0,0.71
186,Crotone,Lisandro,player_86940,Magallán,2,8,744,20,4.0,0.0,5.0,0.71
187,Napoli,,player_87542,Nikola Maksimovic,2,5,459,20,5.1,0.0,5.0,0.24
188,Atalanta,Luis,player_87750,Muriel,4,28,456,40,5.6,10.0,5.0,0.29
189,Genoa,Mattia,player_87995,Perin,1,12,990,10,5.0,0.0,5.0,0.8200000000000001
190,Cagliari,,player_88340,João Pedro,4,44,124,40,5.8,10.0,5.0,1.0
191,Fiorentina,Cristiano,player_88432,Biraghi,2,16,125,21,5.0,1.0,5.0,0.88
192,Juventus,Álvaro,player_88482,Morata,4,24,128,40,5.4,4.0,5.0,0.59
193,Napoli,Faouzi,player_88746,Ghoulam,2,7,459,21,4.9,0.0,5.0,0.06
194,Atalanta,Remo,player_89076,Freuler,3,14,456,31,5.7,1.0,5.0,0.71
195,Atalanta,José Luis,player_89861,Palomino,2,12,456,20,5.0,0.0,5.0,0.59
196,Verona,Federico,player_90557,Ceccherini,2,10,126,20,4.8,0.0,5.0,0.88
197,Fiorentina,Valentin,player_91070,Eysseric,3,4,125,32,4.7,0.0,5.0,0.06
198,Roma,,player_91990,Juan Jesus,2,6,121,20,4.5,0.0,5.0,0.0
199,Napoli,Diego,player_92042,Demme,3,9,459,31,5.5,1.0,5.0,0.35000000000000003
200,Atalanta,Cristiano,player_92055,Piccini,2,4,456,21,4.5,0.0,5.0,0.0
201,Parma,Jasmin,player_92519,Kurtic,3,18,131,32,5.2,2.0,5.0,0.8200000000000001
202,Napoli,Giovanni,player_93661,Di Lorenzo,2,15,459,21,5.3,0.0,5.0,0.9400000000000001
203,Parma,Gastón,player_93854,Brugman,3,9,131,31,5.1,0.0,5.0,0.41000000000000003
204,Verona,Alessandro,player_94239,Berardi,1,7,126,10,-,0.0,5.0,0.0
205,Inter,Marcelo,player_94425,Brozovic,3,14,127,31,5.7,1.0,5.0,0.71
206,Genoa,Stefano,player_94751,Sturaro,3,10,990,31,4.5,1.0,5.0,0.35000000000000003
207,Udinese,Gerard,player_94924,Deulofeu,4,9,136,40,4.5,0.0,5.0,0.18
208,Benevento,Gianluca,player_95180,Caprari,4,17,2000,40,5.6,4.0,5.0,0.76
209,Sassuolo,Gregoire,player_95215,Defrel,4,4,2182,40,5.2,2.0,5.0,0.24
210,Atalanta,Berat,player_96645,Djimsiti,2,13,456,20,5.4,0.0,5.0,0.71
211,Roma,Jordan,player_96740,Veretout,3,24,121,31,5.7,7.0,5.0,0.88
212,Milan,Ante,player_98456,Rebic,4,16,120,40,5.5,1.0,5.0,0.53
213,Verona,Antonio,player_100075,Di Gaudio,3,2,126,32,-,0.0,5.0,0.0
214,Juventus,,player_100180,Danilo,2,17,128,21,5.8,1.0,5.0,0.8200000000000001
215,Napoli,,player_101019,Mário Rui,2,10,459,21,5.3,0.0,5.0,0.47000000000000003
216,Napoli,Stanislav,player_101820,Lobotka,3,6,459,31,4.9,0.0,5.0,0.0
217,Torino,Daniele,player_102195,Baselli,3,2,135,31,-,0.0,5.0,0.0
218,Genoa,Marko,player_102228,Pjaca,3,14,990,32,4.6,3.0,5.0,0.47000000000000003
219,Genoa,Petar,player_102290,Brlek,3,1,990,31,-,0.0,5.0,0.0
220,Crotone,Koffi,player_102766,Djidji,2,3,744,20,4.8,0.0,5.0,0.06
221,Napoli,Arkadiusz,player_103076,Milik,4,2,459,40,-,0.0,5.0,0.0
222,Atalanta,Duván,player_103086,Zapata,4,25,456,40,5.4,7.0,5.0,0.71
223,Torino,Soualiho,player_103119,Meité,3,11,135,31,4.9,1.0,5.0,0.65
224,Lazio,Jean-Daniel,player_104359,Akpa Akpro,2,9,129,21,4.9,0.0,5.0,0.12
225,Crotone,Ahmad,player_104529,Benali,3,8,744,32,4.9,0.0,5.0,0.29
226,Udinese,,player_105059,Nícolas,1,3,136,10,3.8,0.0,5.0,0.12
227,Torino,Nicola,player_105108,Murru,2,5,135,21,4.7,0.0,5.0,0.18
228,Torino,Armando,player_105119,Izzo,2,9,135,20,5.3,2.0,5.0,0.35000000000000003
229,Sampdoria,Valerio,player_105132,Verre,3,12,603,32,5.0,2.0,5.0,0.35000000000000003
230,Cagliari,Alessio,player_105133,Cragno,1,19,124,10,5.4,0.0,5.0,1.0
231,Genoa,Davide,player_105700,Zappacosta,2,6,990,21,4.8,1.0,5.0,0.29
232,Benevento,Riccardo,player_106008,Improta,3,14,2000,32,5.0,1.0,5.0,0.47000000000000003
233,Sassuolo,Georgios,player_106247,Kyriakopoulos,2,8,2182,21,4.7,0.0,5.0,0.41000000000000003
234,Lazio,,player_106461,Patric,2,8,129,20,4.6,0.0,5.0,0.59
235,Napoli,Elseid,player_107363,Hysaj,2,7,459,21,5.5,0.0,5.0,0.41000000000000003
236,Roma,Bryan,player_109511,Cristante,3,12,121,31,5.1,0.0,5.0,0.47000000000000003
237,Cagliari,Charalampos,player_111515,Lykogiannis,2,12,124,21,4.8,2.0,5.0,0.76
238,Torino,Andrea,player_111722,Belotti,4,39,135,40,6.2,9.0,5.0,0.9400000000000001
239,Bologna,Stefano,player_111729,Denswil,2,4,123,20,4.9,0.0,5.0,0.06
240,Milan,Hakan,player_111732,Calhanoglu,3,30,120,32,6.1,1.0,5.0,0.88
241,Inter,Milan,player_112065,Skriniar,2,13,127,20,5.2,2.0,5.0,0.71
242,Sassuolo,Federico,player_113543,Ricci,3,3,2182,31,5,0.0,5.0,0.0
243,Parma,Andreas,player_114517,Cornelius,4,8,131,40,4.5,0.0,5.0,0.53
244,Fiorentina,Joseph Alfred,player_116056,Duncan,3,4,125,31,4.6,0.0,5.0,0.12
245,Lazio,Joaquín,player_116195,Correa,4,14,129,40,5.0,1.0,5.0,0.59
246,Genoa,Davide,player_116196,Biraschi,2,4,990,20,3.8,0.0,5.0,0.29
247,Sassuolo,Domenico,player_116796,Berardi,4,39,2182,40,6.2,7.0,5.0,0.88
248,Verona,Koray,player_118888,Günter,2,8,126,20,5.3,0.0,5.0,0.29
249,Udinese,Rodrigo,player_119141,de Paul,3,32,136,32,5.7,3.0,5.0,0.9400000000000001
250,Bologna,Mitchell,player_119213,Dijks,2,5,123,21,4.8,0.0,5.0,0.24
251,Roma,,player_119605,Bruno Peres,2,8,121,21,5.0,0.0,5.0,0.24
252,Bologna,Ibrahima,player_119908,Mbaye,2,3,123,21,4.0,0.0,5.0,0.06
253,Juventus,Paulo,player_120638,Dybala,4,18,128,40,5.3,2.0,5.0,0.47000000000000003
254,Juventus,Adrien,player_120743,Rabiot,3,16,128,31,5.3,1.0,5.0,0.53
255,Fiorentina,Germán,player_121220,Pezzella,2,16,125,20,5.1,1.0,5.0,0.71
256,Udinese,Juan,player_121537,Musso,1,12,136,10,5.0,0.0,5.0,0.8200000000000001
257,Verona,Marco,player_122476,Benassi,3,2,126,32,-,0.0,5.0,0.0
258,Cagliari,Paolo,player_123309,Faragò,2,6,124,21,4.8,0.0,5.0,0.24
259,Genoa,Ivan,player_123508,Lakicevic,2,1,990,21,-,0.0,5.0,0.0
260,Napoli,Piotr,player_126440,Zielinski,3,15,459,32,6.0,3.0,5.0,0.65
261,Genoa,Lukas,player_126541,Zima,1,3,990,10,-,0.0,5.0,0.0
262,Milan,Alessio,player_126551,Romagnoli,2,13,120,20,5.3,1.0,5.0,0.76
263,Benevento,Federico,player_127122,Barba,2,10,2000,20,4.8,0.0,5.0,0.65
264,Lazio,Riza,player_128376,Durmisi,2,1,129,21,-,0.0,5.0,0.0
265,Lazio,Danilo,player_130963,Cataldi,3,8,129,31,4.8,0.0,5.0,0.12
266,Genoa,Miha,player_135334,Zajc,3,7,990,31,4.8,1.0,5.0,0.41000000000000003
267,Sassuolo,Jeremie,player_135365,Boga,3,21,2182,32,5.4,2.0,5.0,0.53
268,Fiorentina,Erick,player_139146,Pulgar,3,12,125,31,5.3,0.0,5.0,0.29
269,Torino,Karol,player_140181,Linetty,3,12,135,31,5.0,1.0,5.0,0.9400000000000001
270,Lazio,Thomas,player_140200,Strakosha,1,7,129,10,4.6,0.0,5.0,0.35000000000000003
271,Spezia,Federico,player_141563,Mattiello,2,5,2036,21,5,0.0,5.0,0.0
272,Verona,Pawel,player_141925,Dawidowicz,2,10,126,20,5.2,0.0,5.0,0.59
273,Inter,Stefano,player_147166,Sensi,3,6,127,31,5.1,0.0,5.0,0.06
274,Juventus,Federico,player_147297,Bernardeschi,4,11,128,40,4.7,0.0,5.0,0.12
275,Genoa,Edoardo,player_147614,Goldaniga,2,9,990,20,4.4,0.0,5.0,0.59
276,Napoli,Andrea,player_147886,Petagna,4,13,459,40,5.2,4.0,5.0,0.29
277,Benevento,Roberto,player_148202,Insigne,4,16,2000,40,5.1,2.0,5.0,0.65
278,Inter,Matías,player_148215,Vecino,3,2,127,31,-,0.0,5.0,0.0
279,Parma,Mattia,player_148868,Sprocati,3,3,131,32,5,0.0,5.0,0.0
280,Udinese,Simone,player_151804,Scuffet,1,7,136,10,-,0.0,5.0,0.0
281,Parma,Wylan,player_151873,Cyprien,3,8,131,32,4.7,0.0,5.0,0.12
282,Spezia,Ivan,player_151923,Provedel,1,12,2036,10,5.3,0.0,5.0,0.8200000000000001
283,Verona,Adrien,player_152338,Tameze,3,15,126,31,5.4,1.0,5.0,0.88
284,Atalanta,Johan,player_152723,Mojica,2,8,456,21,4.7,0.0,5.0,0.18
285,Genoa,Alberto,player_152934,Paleari,1,7,990,10,5.0,0.0,5.0,0.06
286,Genoa,Mattia,player_152965,Bani,2,9,990,20,4.5,0.0,5.0,0.59
287,Cagliari,Gastón,player_153603,Pereiro,3,5,124,32,4.9,0.0,5.0,0.06
288,Parma,Riccardo,player_153693,Gagliolo,2,13,131,21,4.5,1.0,5.0,0.65
289,Crotone,Marco,player_153704,Festa,1,7,744,10,-,0.0,5.0,0.0
290,Crotone,Salvatore,player_153754,Molina,3,12,744,31,5.0,1.0,5.0,0.8200000000000001
291,Napoli,Matteo,player_153776,Politano,3,13,459,32,5.1,3.0,5.0,0.41000000000000003
