,club,firstname,id,lastname,position,quotation,teamId,ultraPosition,avgRate,sumGoals,currentChampionship,percentageStarter
598,Brighton,Romaric,player_439978,Yapi,2,1,36,21,-,0.0,2.0,0.0
599,Brighton,Jensen,player_440241,Weir,3,1,36,31,-,0.0,2.0,0.0
600,Chelsea,Henry,player_440322,Lawrence,2,1,8,21,-,0.0,2.0,0.0
601,West Ham,Harrison,player_441024,Ashby,2,1,21,21,-,0.0,2.0,0.0
602,Man. City,Alpha Richard,player_441027,Dionkou,2,1,43,21,-,0.0,2.0,0.0
603,Wolverhampton,Ki-Jana,player_441271,Hoever,2,5,39,21,4.8,0.0,2.0,0.06
604,Tottenham,Jack,player_443261,Clarke,3,1,6,32,-,0.0,2.0,0.0
605,Wolverhampton,Theo,player_443296,Corbeanu,4,1,39,40,-,0.0,2.0,0.0
606,Arsenal,,player_444145,Gabriel Martinelli,3,7,3,32,5.0,0.0,2.0,0.11
607,Leicester,Wesley,player_444463,Fofana,2,14,13,20,5.3,0.0,2.0,0.8300000000000001
608,Liverpool,Sepp,player_444765,van den Berg,2,1,14,20,-,0.0,2.0,0.0
609,Southampton,Kgaogelo,player_445896,Chauke,3,1,20,31,-,0.0,2.0,0.0
610,Leicester,Shane,player_447373,Flynn,3,1,13,32,-,0.0,2.0,0.0
611,West Ham,Joseph,player_447879,Anang,1,1,21,10,-,0.0,2.0,0.0
612,Wolverhampton,Andreas,player_448487,Söndergaard,1,1,39,10,-,0.0,2.0,0.0
613,Wolverhampton,Rayan,player_448514,Aït-Nouri,2,8,39,21,4.7,1.0,2.0,0.5
614,Tottenham,Harvey,player_448791,White,3,1,6,31,-,0.0,2.0,0.0
615,Man. United,Anthony,player_449434,Elanga,4,1,1,40,-,0.0,2.0,0.0
616,Southampton,Alexandre,player_449781,Jankewitz,3,1,20,31,-,0.0,2.0,0.0
617,Brighton,Lars,player_449869,Dendoncker,2,1,36,20,-,0.0,2.0,0.0
618,Man. City,Adrián,player_449926,Bernabé,3,1,43,32,-,0.0,2.0,0.0
619,Burnley,Lukas,player_449974,Jensen,1,1,90,10,-,0.0,2.0,0.0
620,Wolverhampton,,player_449988,Fábio Silva,4,12,39,40,4.6,1.0,2.0,0.28
621,Southampton,Mohammed,player_450527,Salisu,2,5,20,20,-,0.0,2.0,0.0
622,Chelsea,Myles,player_450539,Peart-Harris,3,1,8,32,-,0.0,2.0,0.0
623,Leeds,Leif,player_455084,Davis,2,3,2,21,4.5,0.0,2.0,0.0
624,West Ham,,player_459373,Gonçalo Cardoso,2,1,21,20,-,0.0,2.0,0.0
625,Wolverhampton,Chem,player_461026,Campbell,3,1,39,32,-,0.0,2.0,0.0
626,Burnley,Lewis,player_461096,Richardson,4,1,90,40,-,0.0,2.0,0.0
627,Burnley,Bobby,player_461102,Thomas,2,1,90,20,-,0.0,2.0,0.0
628,Tottenham,Dennis,player_461195,Cirkin,2,1,6,21,-,0.0,2.0,0.0
629,Burnley,Max,player_461450,Thompson,4,1,90,40,-,0.0,2.0,0.0
630,West Ham,Ademipo,player_461533,Odubeko,4,1,21,40,-,0.0,2.0,0.0
631,Leicester,Ethan,player_461561,Fitzhugh,3,1,13,31,-,0.0,2.0,0.0
632,Liverpool,Thomas,player_461601,Hill,3,1,14,32,-,0.0,2.0,0.0
633,Liverpool,Layton,player_461609,Stewart,4,1,14,40,-,0.0,2.0,0.0
634,Brighton,Peter,player_461870,Gwargis,3,1,36,32,-,0.0,2.0,0.0
635,West Ham,Jamal,player_462384,Baptiste,2,1,21,20,-,0.0,2.0,0.0
636,Leeds,Joe,player_462635,Gelhardt,4,1,2,40,-,0.0,2.0,0.0
637,Man. City,Liam,player_463034,Delap,4,1,43,40,4,0.0,2.0,0.0
638,Arsenal,Karl,player_463748,Hein,1,1,3,10,-,0.0,2.0,0.0
639,Leeds,Elia,player_463912,Caprile,1,3,2,10,-,0.0,2.0,0.0
640,Burnley,Anthony,player_465299,Mancini,3,1,90,32,-,0.0,2.0,0.0
641,Wolverhampton,Nigel,player_465551,Lonwijk,2,1,39,20,-,0.0,2.0,0.0
642,Brighton,Reda,player_465572,Khadra,3,1,36,31,5,0.0,2.0,0.0
643,Crystal Palace,Brandon,player_466955,Pierrick,3,1,31,32,-,0.0,2.0,0.0
644,Leeds,Oliver,player_467114,Casey,2,1,2,20,-,0.0,2.0,0.0
645,West Bromwich,Rico,player_470256,Richards,3,1,35,31,-,0.0,2.0,0.0
646,Wolverhampton,Leonardo,player_474003,Campana,4,1,39,40,-,0.0,2.0,0.0
647,Sheffield,Kyron,player_478449,Gordon,2,1,49,20,-,0.0,2.0,0.0
648,Everton,Jarrad,player_480455,Branthwaite,2,1,11,20,-,0.0,2.0,0.0
649,Liverpool,Billy,player_480818,Koumetio,2,1,14,20,-,0.0,2.0,0.0
650,Sheffield,Zak,player_481371,Brunt,3,1,49,32,-,0.0,2.0,0.0
651,Wolverhampton,Christian,player_481626,Marques,2,1,39,20,-,0.0,2.0,0.0
652,Sheffield,Antwoine,player_487836,Hackford,4,1,49,40,4.5,0.0,2.0,0.0
653,Man. United,Facundo,player_488404,Pellistri,3,2,1,32,-,0.0,2.0,0.0
654,Tottenham,Dane,player_490145,Scarlett,4,1,6,40,-,0.0,2.0,0.0
655,Chelsea,Harvey,player_491785,Vale,3,1,8,31,-,0.0,2.0,0.0
656,Leeds,Niall,player_492066,Huggins,4,1,2,40,-,0.0,2.0,0.0
657,Leeds,Charlie,player_492373,Cresswell,2,1,2,20,-,0.0,2.0,0.0
658,Leeds,Jack,player_492374,Jenkins,3,1,2,31,-,0.0,2.0,0.0
659,Everton,Niels,player_495542,Nkounkou,2,3,11,21,4.5,0.0,2.0,0.06
660,Tottenham,Alfie,player_496179,Devine,3,1,6,31,-,0.0,2.0,0.0
661,Leicester,Ben,player_501770,Nelson,2,1,13,20,-,0.0,2.0,0.0
662,West Bromwich,Cheikh,player_505265,Diaby,4,1,35,40,-,0.0,2.0,0.0
663,Leicester,Wanya,player_513393,Madavidua,3,1,13,31,-,0.0,2.0,0.0
