,club,firstname,id,lastname,position,quotation,teamId,ultraPosition,avgRate,sumGoals,currentChampionship,percentageStarter
56,Lille,Benjamin,player_55948,André,3,20,429,31,5.9,0.0,1.0,0.9500000000000001
57,Saint-Étienne,Timothée,player_57136,Kolodziejczak,2,12,152,20,4.8,0.0,1.0,0.84
58,Angers,Abdoulaye,player_57266,Bamba,2,6,2128,21,4.6,0.0,1.0,0.53
59,Brest,Gaëtan,player_58625,Charbonnier,4,10,862,40,4.9,3.0,1.0,0.42
60,Lorient,Thomas,player_58875,Fontaine,2,5,694,20,4.4,0.0,1.0,0.21
61,Lens,Gaël,player_59325,Kakuta,3,23,142,32,5.8,7.0,1.0,0.84
62,Paris,Ander,player_59846,Herrera,3,14,149,31,5.8,1.0,1.0,0.53
63,Lyon,,player_59957,Anthony Lopes,1,23,143,10,5.5,0.0,1.0,1.0
64,Nantes,Sébastien,player_60121,Corchia,2,7,430,21,4.9,0.0,1.0,0.47000000000000003
65,Saint-Étienne,Wahbi,player_60165,Khazri,3,9,152,32,4.2,1.0,1.0,0.21
66,Paris,Marco,player_61170,Verratti,3,16,149,31,5.9,0.0,1.0,0.53
67,Paris,,player_61278,Neymar,4,29,149,40,5.9,3.0,1.0,0.32
68,Reims,Valon,player_62067,Berisha,3,12,1423,32,5.2,0.0,1.0,0.63
69,Saint-Étienne,Romain,player_67276,Hamouma,3,9,152,32,4.9,4.0,1.0,0.63
70,Lorient,Vincent,player_67278,Le Goff,2,10,694,21,4.4,0.0,1.0,0.74
71,Bordeaux,Loris,player_68260,Benito,2,9,140,21,5.0,0.0,1.0,0.74
72,Angers,Mateo,player_68545,Pavlovic,2,5,2128,20,3.9,0.0,1.0,0.16
73,Metz,John,player_68791,Boye,2,15,145,20,5.4,1.0,1.0,0.89
74,Montpellier,Petar,player_68862,Skuletic,4,6,147,40,5,1.0,1.0,0.0
75,Brest,Paul,player_72177,Lasne,3,9,862,31,4.9,0.0,1.0,0.47000000000000003
76,Lorient,Matthieu,player_73500,Saunier,2,5,694,20,-,0.0,1.0,0.0
77,Bordeaux,Nicolas,player_73879,de Preville,4,8,140,40,4.8,0.0,1.0,0.53
78,Montpellier,Andy,player_73965,Delort,4,31,147,40,6.0,8.0,1.0,0.89
79,Montpellier,Arnaud,player_78275,Souquet,2,6,147,21,4.7,1.0,1.0,0.47000000000000003
80,Marseille,Yuto,player_78407,Nagatomo,2,9,144,21,4.9,0.0,1.0,0.42
81,Strasbourg,Idriss,player_79917,Saadi,4,5,153,40,4.5,0.0,1.0,0.0
82,Bordeaux,,player_80357,Mexer,2,4,140,20,-,0.0,1.0,0.0
83,Paris,,player_80801,Idrissa Gueye,3,18,149,31,5.6,2.0,1.0,0.63
84,Strasbourg,,player_82184,Majeed Waris,4,5,153,40,4.5,1.0,1.0,0.21
85,Nantes,Nicolas,player_82313,Pallois,2,10,430,20,4.8,1.0,1.0,0.89
86,Monaco,Wissam,player_83912,Ben Yedder,4,40,146,40,5.4,7.0,1.0,0.89
87,Rennes,Jonas,player_84366,Martin,3,5,150,31,5.2,0.0,1.0,0.11
88,Nantes,Dennis,player_84424,Appiah,2,7,430,21,4.7,0.0,1.0,0.47000000000000003
89,Monaco,Kevin,player_85370,Volland,4,23,146,40,5.6,9.0,1.0,0.84
90,Metz,Vincent,player_85548,Pajot,3,9,145,31,6.1,0.0,1.0,0.42
91,Dijon,Wesley,player_85565,Lautoa,2,6,2130,20,4.5,0.0,1.0,0.37
92,Paris,Alexandre,player_85577,Letellier,1,3,149,10,-,0.0,1.0,0.0
93,Strasbourg,Matz,player_85633,Sels,1,3,153,10,-,0.0,1.0,0.0
94,Lens,Zakaria,player_85682,Diallo,2,3,142,20,-,0.0,1.0,0.0
95,Lorient,Jonathan,player_86281,Delaplace,3,7,694,31,4.7,0.0,1.0,0.32
96,Strasbourg,Lionel,player_86413,Carole,2,10,153,21,4.6,0.0,1.0,0.37
97,Monaco,Benjamin,player_86873,Lecomte,1,7,146,10,5.2,0.0,1.0,0.47000000000000003
98,Paris,,player_87668,Danilo Pereira,3,9,149,31,5.2,0.0,1.0,0.26
99,Paris,Pablo,player_88484,Sarabia,3,9,149,32,5.6,3.0,1.0,0.37
100,Nantes,Anthony,player_88931,Limbombe,3,4,430,32,-,0.0,1.0,0.0
101,Paris,Layvin,player_89068,Kurzawa,2,10,149,21,5.0,0.0,1.0,0.32
102,Paris,Leandro,player_91080,Paredes,3,9,149,31,4.8,0.0,1.0,0.32
103,Lens,,player_92170,Massadio Haidara,2,10,142,21,4.9,0.0,1.0,0.47000000000000003
104,Rennes,Alfred,player_92216,Gomis,1,14,150,10,5.3,0.0,1.0,0.53
105,Nîmes,Loïck,player_92258,Landre,2,8,2336,20,4.2,0.0,1.0,0.68
106,Strasbourg,Kenny,player_92527,Lala,2,14,153,21,4.9,3.0,1.0,1.0
107,Paris,,player_92819,Rafinha,3,16,149,32,6.2,0.0,1.0,0.47000000000000003
108,Paris,Julian,player_92985,Draxler,3,10,149,32,5.5,2.0,1.0,0.26
109,Nîmes,Baptiste,player_93619,Reynet,1,12,2336,10,5.1,0.0,1.0,1.0
110,Nîmes,Pablo,player_93622,Martinez,2,7,2336,20,4.7,0.0,1.0,0.32
111,Paris,Sergio,player_94248,Rico,1,7,149,10,5.4,0.0,1.0,0.21
112,Brest,Cristian,player_94753,Battocchio,3,9,862,32,4.9,0.0,1.0,0.11
113,Marseille,Florian,player_95434,Thauvin,3,25,144,32,5.8,6.0,1.0,0.79
114,Marseille,Álvaro,player_96084,González,2,16,144,20,5.4,0.0,1.0,0.79
115,Lorient,Thomas,player_96616,Monconduit,3,11,694,31,4.9,1.0,1.0,0.32
116,Rennes,M'Baye,player_96764,Niang,4,14,150,40,4.7,1.0,1.0,0.21
117,Marseille,Valère,player_97041,Germain,4,11,144,40,4.8,3.0,1.0,0.11
118,Brest,Denys,player_97433,Bain,2,3,862,20,-,0.0,1.0,0.0
119,Paris,Alessandro,player_97617,Florenzi,2,14,149,21,5.6,2.0,1.0,0.53
120,Nantes,Mehdi,player_98746,Abeid,3,10,430,31,5.2,0.0,1.0,0.68
121,Metz,Thomas,player_98826,Delaine,2,12,145,21,4.9,0.0,1.0,0.47000000000000003
122,Angers,Stéphane,player_98828,Bahoken,4,17,2128,40,4.9,5.0,1.0,0.58
123,Saint-Étienne,,player_100632,Gabriel Silva,2,5,152,21,5.0,0.0,1.0,0.05
124,Montpellier,Téji,player_102636,Savanier,3,23,147,31,5.7,3.0,1.0,0.68
125,Angers,Rachid,player_102743,Alioui,4,5,2128,40,4.5,0.0,1.0,0.0
126,Monaco,Djibril,player_102747,Sidibé,2,9,146,21,4.8,0.0,1.0,0.32
127,Nîmes,Haris,player_103457,Duljevic,3,10,2336,32,4.9,0.0,1.0,0.32
128,Montpellier,,player_103777,Yun Il-Lok,3,9,147,32,4.4,0.0,1.0,0.16
129,Reims,Predrag,player_104407,Rajkovic,1,19,1423,10,5.4,0.0,1.0,0.9500000000000001
130,Dijon,Moussa,player_104613,Konaté,4,14,2130,40,4.3,3.0,1.0,0.53
131,Paris,Juan,player_105046,Bernat,2,3,149,21,4.8,0.0,1.0,0.11
132,Angers,Danijel,player_105345,Petkovic,1,3,2128,10,-,0.0,1.0,0.0
133,Paris,Mauro,player_106109,Icardi,4,12,149,40,5.8,3.0,1.0,0.21
134,Marseille,Darío,player_106212,Benedetto,4,16,144,40,4.7,3.0,1.0,0.74
135,Reims,Yunis,player_106263,Abdelhamid,2,17,1423,20,5.1,2.0,1.0,0.9500000000000001
136,Nantes,,player_106320,Kalifa Coulibaly,4,4,430,40,4.2,0.0,1.0,0.16
137,Strasbourg,Sanjin,player_106551,Prcic,3,5,153,31,4.8,0.0,1.0,0.11
138,Montpellier,,player_106821,Pedro Mendes,2,14,147,20,5.0,2.0,1.0,0.74
139,Lyon,Memphis,player_106824,Depay,4,26,143,40,5.8,11.0,1.0,0.79
140,Lyon,Mattia,player_107013,De Sciglio,2,10,143,21,5.0,0.0,1.0,0.21
141,Lorient,Paul,player_107098,Nardi,1,13,694,10,4.7,0.0,1.0,0.9500000000000001
142,Lorient,Laurent,player_107258,Abergel,2,12,694,21,4.9,0.0,1.0,0.84
143,Montpellier,Jordan,player_107641,Ferri,3,13,147,31,5.1,0.0,1.0,0.84
144,Metz,Marc-Aurèle,player_107925,Caillard,1,8,145,10,5.5,0.0,1.0,0.05
145,Marseille,Hiroki,player_109404,Sakai,2,9,144,21,4.8,0.0,1.0,0.84
146,Nice,,player_109653,Rony Lopes,3,10,1395,32,4.8,1.0,1.0,0.68
147,Angers,Pierrick,player_112580,Capelle,3,13,2128,32,5.2,2.0,1.0,0.53
148,Strasbourg,,player_112945,Stefan Mitrovic,2,7,153,20,4.5,1.0,1.0,0.63
149,Brest,Christophe,player_113541,Herelle,2,10,862,20,4.8,0.0,1.0,0.47000000000000003
150,Metz,Farid,player_114531,Boulaya,3,18,145,32,6.0,3.0,1.0,0.79
151,Monaco,Ruben,player_115327,Aguilar,2,12,146,21,5.1,1.0,1.0,0.89
152,Brest,Mouez,player_115357,Hassen,1,1,862,10,-,0.0,1.0,0.0
153,Marseille,Jordan,player_115380,Amavi,2,14,144,21,5.8,1.0,1.0,0.47000000000000003
154,Nice,Yoan,player_115851,Cardinale,1,7,1395,10,-,0.0,1.0,0.0
155,Strasbourg,Adrien,player_115961,Thomasson,3,18,153,32,5.1,2.0,1.0,0.68
156,Paris,,player_116406,Marquinhos,2,25,149,20,6.0,1.0,1.0,0.53
157,Bordeaux,,player_116504,Pablo,2,10,140,20,4.8,1.0,1.0,0.63
158,Montpellier,Florent,player_116627,Mollet,3,22,147,32,5.2,3.0,1.0,0.74
159,Dijon,Yassine,player_116628,Benzia,3,5,2130,32,-,0.0,1.0,0.0
160,Dijon,Fouad,player_119679,Chafik,2,7,2130,21,4.7,0.0,1.0,0.53
161,Reims,Xavier,player_119770,Chavalerin,3,8,1423,31,5.2,0.0,1.0,0.58
162,Reims,Thomas,player_120947,Foket,2,10,1423,21,4.7,0.0,1.0,0.9500000000000001
163,Nîmes,Renaud,player_121150,Ripart,2,15,2336,21,4.9,3.0,1.0,0.84
164,Bordeaux,Maxime,player_121524,Poundjé,2,7,140,21,4.9,0.0,1.0,0.11
165,Nice,Walter,player_121709,Benítez,1,24,1395,10,5.6,0.0,1.0,0.9500000000000001
166,Marseille,Morgan,player_122775,Sanson,3,23,144,32,5.8,2.0,1.0,0.42
167,Metz,Opa,player_124148,Nguette,3,18,145,32,5.1,3.0,1.0,0.68
168,Lens,Corentin,player_126177,Jean,4,7,142,40,4.7,0.0,1.0,0.16
169,Angers,Sofiane,player_128198,Boufal,3,12,2128,32,5.4,1.0,1.0,0.21
170,Angers,Ibrahim,player_128348,Amadou,3,7,2128,31,5.0,0.0,1.0,0.42
171,Paris,Presnel,player_129479,Kimpembe,2,16,149,20,5.3,0.0,1.0,0.53
172,Lille,Mike,player_129487,Maignan,1,28,429,10,5.7,0.0,1.0,1.0
173,Nantes,Roli,player_129510,Pereira De Sa,3,4,430,32,5,0.0,1.0,0.0
174,Dijon,Bersant,player_136380,Celina,3,10,2130,32,5.4,0.0,1.0,0.63
175,Strasbourg,Alexander,player_143685,Djiku,2,9,153,20,5.0,0.0,1.0,0.74
176,Dijon,Didier,player_144660,Ndong,3,14,2130,31,5.3,0.0,1.0,0.9500000000000001
177,Lens,Issiaga,player_145221,Sylla,2,11,142,21,5.1,1.0,1.0,0.53
178,Angers,Lois,player_147577,Diony,4,11,2128,40,4.6,2.0,1.0,0.32
179,Lyon,Maxwel,player_149519,Cornet,3,17,143,32,5.5,1.0,1.0,0.89
180,Lyon,Islam,player_149828,Slimani,4,10,143,40,4.5,0.0,1.0,0.0
181,Brest,Romain,player_150172,Philippoteaux,3,12,862,32,5.1,2.0,1.0,0.37
182,Rennes,Daniele,player_150710,Rugani,2,6,150,20,5.0,0.0,1.0,0.05
183,Angers,Jimmy,player_151912,Cabot,3,12,2128,32,5.0,1.0,1.0,0.32
184,Lens,,player_152865,Cheick Traoré,2,3,142,21,-,0.0,1.0,0.0
185,Dijon,Jordan,player_153014,Marié,3,7,2130,31,4.8,0.0,1.0,0.32
186,Rennes,Flavien,player_154011,Tait,3,8,150,32,5.2,0.0,1.0,0.37
187,Montpellier,Stephy,player_154048,Mavididi,4,14,147,40,5.0,4.0,1.0,0.37
188,Monaco,,player_154310,Gelson Martins,4,14,146,40,5.4,2.0,1.0,0.89
189,Lens,Seko,player_154344,Fofana,3,16,142,31,5.5,0.0,1.0,0.42
190,Monaco,Guillermo,player_155335,Maripán,2,8,146,20,5.3,2.0,1.0,0.21
191,Lyon,Julian,player_156003,Pollersbeck,1,4,143,10,-,0.0,1.0,0.0
192,Nîmes,Niclas,player_157841,Eliasson,3,10,2336,31,4.7,0.0,1.0,0.47000000000000003
193,Lyon,,player_158047,Thiago Mendes,3,13,143,31,5.8,0.0,1.0,0.53
194,Nantes,Jean-Charles,player_158494,Castelletto,2,7,430,20,4.8,0.0,1.0,0.37
195,Nantes,Abdoulaye,player_158496,Touré,3,10,430,31,5.2,1.0,1.0,0.53
196,Rennes,Benjamin,player_159967,Bourigeaud,3,16,150,32,5.5,3.0,1.0,0.74
197,Lyon,Jason,player_160729,Denayer,2,15,143,20,5.6,1.0,1.0,0.89
198,Rennes,Adrien,player_161472,Hunou,4,14,150,40,5.1,4.0,1.0,0.26
199,Monaco,Aleksandr,player_161950,Golovin,3,7,146,32,6.1,1.0,1.0,0.11
200,Rennes,Serhou,player_162275,Guirassy,4,13,150,40,5.1,4.0,1.0,0.53
201,Brest,Brendan,player_162316,Chardonnet,2,14,862,20,5.3,1.0,1.0,0.58
202,Bordeaux,Youssouf,player_164474,Sabaly,2,10,140,21,4.9,0.0,1.0,0.9500000000000001
203,Nantes,Renaud,player_166286,Emond,4,6,430,40,4.7,1.0,1.0,0.16
204,Montpellier,Gaetan,player_167443,Laborde,4,25,147,40,5.6,6.0,1.0,1.0
205,Lens,,player_168104,Steven Fortes,2,8,142,20,4.6,0.0,1.0,0.26
206,Strasbourg,Ludovic,player_168539,Ajorque,4,19,153,40,5.3,8.0,1.0,0.89
207,Brest,Steve,player_169141,Mounie,4,17,862,40,5.3,5.0,1.0,0.79
208,Marseille,Saif-Eddine,player_169427,Khaoui,3,6,144,32,5.2,0.0,1.0,0.0
209,Nîmes,Gaetan,player_169860,Paquiez,2,8,2336,21,4.4,0.0,1.0,0.47000000000000003
210,Nantes,,player_170409,Andrei Girotto,2,11,430,20,5.0,1.0,1.0,0.84
211,Nice,Hassane,player_171099,Kamara,2,11,1395,21,5.3,0.0,1.0,0.74
212,Metz,Thierry,player_171173,Ambrose,4,8,145,40,4.5,0.0,1.0,0.11
213,Lille,,player_171319,Renato Sanches,3,16,429,32,5.6,1.0,1.0,0.37
214,Lille,Mehmet,player_171435,Zeki Çelik,2,10,429,21,5.2,1.0,1.0,0.63
215,Montpellier,Mathías,player_173046,Suárez,2,4,147,21,-,0.0,1.0,0.0
216,Nice,,player_173085,Danilo,3,6,1395,31,4.1,0.0,1.0,0.16
217,Lorient,Adrian,player_173235,Grbic,4,10,694,40,4.6,3.0,1.0,0.37
218,Metz,Habib,player_173253,Maïga,3,19,145,31,5.8,1.0,1.0,0.84
219,Marseille,Duje,player_173271,Caleta-Car,2,15,144,20,5.4,2.0,1.0,0.79
220,Nantes,Pedro,player_174254,Chirivella,3,10,430,31,4.7,0.0,1.0,0.58
221,Rennes,,player_174528,Hamari Traoré,2,15,150,21,5.1,1.0,1.0,0.84
222,Brest,Franck,player_174655,Honorat,3,16,862,32,5.7,5.0,1.0,0.63
223,Strasbourg,Jean Eudes,player_174908,Aholou,3,11,153,31,5.3,1.0,1.0,0.53
224,Dijon,Aníbal,player_175624,Chalá,2,5,2130,21,4.3,0.0,1.0,0.26
225,Reims,,player_176495,Moreto Cassamã,3,11,1423,31,5.1,1.0,1.0,0.58
226,Lens,Jonathan,player_176501,Gradit,2,11,142,21,4.8,0.0,1.0,0.84
227,Reims,Arbër,player_177885,Zeneli,3,13,1423,32,5.4,1.0,1.0,0.47000000000000003
228,Paris,Abdou,player_178478,Diallo,2,9,149,20,5.5,0.0,1.0,0.47000000000000003
229,Nîmes,Zinedine,player_180303,Ferhat,3,17,2336,32,5.5,3.0,1.0,0.84
230,Montpellier,Ambroise,player_180562,Oyongo,2,8,147,21,5.0,1.0,1.0,0.26
231,Lorient,Trevoh,player_180736,Chalobah,3,9,694,31,4.8,0.0,1.0,0.47000000000000003
232,Bordeaux,,player_180835,Otávio,3,14,140,31,5.5,1.0,1.0,0.89
233,Nîmes,Adrián,player_181402,Cubas,3,13,2336,31,5.5,1.0,1.0,0.68
234,Nantes,Moses,player_181441,Simon,3,15,430,32,5.0,2.0,1.0,0.58
235,Lyon,Léo,player_183779,Dubois,2,14,143,21,5.4,1.0,1.0,0.89
236,Nice,Racine,player_184215,Coly,2,5,1395,21,5,0.0,1.0,0.0
237,Nîmes,Anthony,player_184961,Briancon,2,7,2336,20,4.8,0.0,1.0,0.42
238,Saint-Étienne,Miguel,player_185441,Trauco,2,10,152,21,4.7,0.0,1.0,0.42
239,Reims,Dereck,player_185527,Kutesa,3,6,1423,32,4.8,0.0,1.0,0.21
240,Metz,Aaron,player_185727,Leya Iseka,4,11,145,40,4.2,2.0,1.0,0.32
241,Montpellier,Jonas,player_186796,Omlin,1,12,147,10,5.2,0.0,1.0,0.89
242,Reims,Moussa,player_193400,Doumbia,3,10,1423,32,5.2,0.0,1.0,0.11
243,Brest,Haris,player_193411,Belkebla,3,13,862,31,5.1,0.0,1.0,0.9500000000000001
244,Lyon,Karl,player_193454,Toko Ekambi,4,26,143,40,5.9,9.0,1.0,0.79
245,Marseille,Valentin,player_193539,Rongier,3,23,144,31,5.8,1.0,1.0,0.79
246,Strasbourg,Bingourou,player_194188,Kamara,1,11,153,10,4.5,0.0,1.0,0.42
247,Bordeaux,Josh,player_195480,Maja,4,8,140,40,4.7,2.0,1.0,0.58
248,Lille,Jonathan,player_195883,Bamba,3,24,429,32,6.1,5.0,1.0,0.9500000000000001
249,Marseille,Nemanja,player_195908,Radonjic,3,5,144,32,4.9,1.0,1.0,0.16
250,Montpellier,,player_197017,Junior Sambia,3,11,147,31,5.1,0.0,1.0,0.53
251,Lens,Tony,player_197026,Mauricio,3,9,142,32,5.1,0.0,1.0,0.05
252,Nîmes,Birger,player_197498,Meling,2,6,2336,21,5.3,1.0,1.0,0.42
253,Nantes,Jean-Kévin,player_198523,Augustin,4,6,430,40,4.5,0.0,1.0,0.0
254,Angers,Antonin,player_198990,Bobichon,3,9,2128,32,5.0,0.0,1.0,0.21
255,Lille,Jonathan,player_199672,Ikoné,3,15,429,32,5.1,3.0,1.0,0.74
256,Nîmes,Florian,player_200666,Miguel,2,9,2336,21,4.5,0.0,1.0,0.47000000000000003
257,Nîmes,Clement,player_200671,Depres,4,1,2336,40,-,0.0,1.0,0.0
258,Nantes,Anthony,player_200722,Walongwa,2,1,430,20,-,0.0,1.0,0.0
259,Angers,Paul,player_200848,Bernardoni,1,14,2128,10,5,0.0,1.0,1.0
260,Paris,Thilo,player_201057,Kehrer,2,10,149,21,5.1,0.0,1.0,0.37
261,Bordeaux,,player_201440,Hwang Ui-Jo,4,12,140,40,5.1,2.0,1.0,0.68
262,Nantes,Marcus,player_201562,Coco,3,9,430,32,4.9,0.0,1.0,0.53
263,Dijon,Saturnin,player_201644,Allagbe,1,7,2130,10,5.3,0.0,1.0,0.47000000000000003
264,Dijon,Roger,player_201865,Assalé,4,6,2130,40,4.1,0.0,1.0,0.26
265,Dijon,,player_202520,Pape Cheikh Diop Gueye,3,9,2130,31,4.8,0.0,1.0,0.53
266,Angers,Angelo,player_202857,Fulgini,3,16,2128,32,5.5,3.0,1.0,0.9500000000000001
267,Angers,Sada,player_202858,Thioub,4,7,2128,40,5.1,1.0,1.0,0.32
268,Lorient,Jerome,player_202963,Hergault,2,9,694,21,4.9,0.0,1.0,0.16
269,Reims,Anastasios,player_204184,Donis,4,4,1423,40,3.7,0.0,1.0,0.05
270,Lens,Florian,player_204188,Sotoca,4,20,142,40,5.4,5.0,1.0,0.79
271,Metz,Victorien,player_204534,Angban,3,10,145,31,5.3,0.0,1.0,0.84
272,Bordeaux,Gaëtan,player_204715,Poussin,1,7,140,10,-,0.0,1.0,0.0
273,Nantes,Thomas,player_204719,Basila,2,3,430,20,-,0.0,1.0,0.0
274,Marseille,Michaël,player_204730,Cuisance,3,8,144,31,4.7,0.0,1.0,0.42
275,Nantes,Alban,player_204739,Lafont,1,15,430,10,5.4,0.0,1.0,1.0
276,Nîmes,Yassine,player_204742,Benrahou,3,6,2336,32,4.6,0.0,1.0,0.32
277,Dijon,Mounir,player_204744,Chouiar,3,8,2130,32,4.8,0.0,1.0,0.53
278,Lorient,Julien,player_205552,Laporte,2,7,694,20,4.3,0.0,1.0,0.68
279,Montpellier,Mihailo,player_206340,Ristic,2,10,147,21,5.0,0.0,1.0,0.68
280,Dijon,Mihai-Alexandru,player_207300,Dobre,3,9,2130,32,5.0,0.0,1.0,0.16
281,Angers,Enzo,player_208554,Ebosse,2,5,2128,21,4.3,0.0,1.0,0.16
282,Bordeaux,Loic,player_208555,Bessile,2,1,140,20,-,0.0,1.0,0.0
283,Nice,Myziane,player_208556,Maolida,4,6,1395,40,4.9,1.0,1.0,0.11
284,Nice,Stanley,player_208559,N'Soki,2,8,1395,21,4.6,0.0,1.0,0.53
285,Nice,Hicham,player_208560,Mahou,3,2,1395,32,5,0.0,1.0,0.0
286,Lyon,,player_208706,Bruno Guimarães,3,16,143,31,5.5,1.0,1.0,0.53
287,Nice,Jeff,player_208987,Reine-Adélaïde,3,13,1395,32,5.3,1.0,1.0,0.47000000000000003
288,Dijon,Jonathan,player_209035,Panzo,2,8,2130,20,4.9,0.0,1.0,0.63
289,Montpellier,Dimitry,player_209218,Bertaud,1,8,147,10,6.2,0.0,1.0,0.11
290,Monaco,Pietro,player_209335,Pellegri,4,9,146,40,4.5,1.0,1.0,0.0
291,Saint-Étienne,Harold,player_209608,Moukoudi,2,12,152,20,4.7,1.0,1.0,0.68
292,Lens,Wuilker,player_209778,Fariñez,1,7,142,10,5,0.0,1.0,0.0
293,Nice,Kasper,player_209914,Dolberg,4,14,1395,40,4.8,3.0,1.0,0.37
