,club,firstname,id,lastname,position,quotation,teamId,ultraPosition,avgRate,sumGoals,currentChampionship,percentageStarter
41,Troyes,Maxime,player_62226,Barthelme,3,10,154,32,4.9,0.0,4.0,0.32
42,Châteauroux,Gilles,player_66589,Sunu,4,10,921,40,4.8,2.0,4.0,0.79
43,Caen,Anthony,player_67272,Gonçalves,3,10,1028,31,5.0,0.0,4.0,0.42
44,Guingamp,Yeni,player_68157,N'Gbakoto,4,15,428,40,5.1,5.0,4.0,0.47000000000000003
45,Paris,Florent,player_68166,Hanin,2,12,2338,21,5.0,0.0,4.0,0.9500000000000001
46,Châteauroux,Rémi,player_73665,Pillot,1,7,921,10,4.5,0.0,4.0,0.11
47,Caen,Benjamin,player_73667,Jeannot,4,7,1028,40,4.5,1.0,4.0,0.0
48,Valenciennes,Benjamin,player_73678,Moukandjo,4,1,1996,40,-,0.0,4.0,0.0
49,Ajaccio,Riad,player_73877,Nouri,3,15,1163,32,5.3,4.0,4.0,0.74
50,Paris,Gaëtan,player_73985,Belaud,2,9,2338,21,5.3,0.0,4.0,0.74
51,Ajaccio,Benjamin,player_75987,Leroy,1,18,1163,10,5.2,0.0,4.0,0.9500000000000001
52,Troyes,,player_78541,Suk Hyun-Jun,4,9,154,40,4.6,2.0,4.0,0.21
53,Sochaux,Florentin,player_79237,Pogba,2,12,693,20,5.2,0.0,4.0,0.84
54,Dunkerque,Billy,player_79870,Ketkeophomphone,4,5,3288,40,4.9,2.0,4.0,0.37
55,Auxerre,Mathias,player_80565,Autret,3,32,138,32,5.8,6.0,4.0,0.9500000000000001
56,Valenciennes,Joffrey,player_80799,Cuffaut,2,19,1996,21,5.5,4.0,4.0,0.89
57,Caen,Jonathan,player_80800,Rivierez,2,11,1028,21,4.9,0.0,4.0,0.9500000000000001
58,Valenciennes,Malek,player_82727,Chergui,3,1,1996,32,5.5,0.0,4.0,0.05
59,Le Havre,Pierre,player_82831,Gibaud,2,16,141,21,4.9,2.0,4.0,0.68
60,Auxerre,Mickael,player_83279,Le Bihan,4,41,138,40,5.8,14.0,4.0,0.9500000000000001
61,Paris,Florian,player_84462,Martin,3,5,2338,32,5.3,3.0,4.0,0.26
62,Guingamp,Nicolai,player_84490,Larsen,1,7,428,10,5.2,0.0,4.0,0.32
63,Châteauroux,Rémi,player_84767,Mulumba,3,14,921,31,5.5,3.0,4.0,0.84
64,Toulouse,Brecht,player_86383,Dejaegere,3,19,427,32,5.9,2.0,4.0,0.79
65,Clermont,Florent,player_86443,Ogier,2,19,1983,20,5.4,0.0,4.0,1.0
66,Auxerre,Alexandre,player_86599,Coeff,2,14,138,20,5.2,0.0,4.0,0.89
67,Grenoble,Loris,player_86875,Nery,2,5,1272,21,5.3,0.0,4.0,0.11
68,Troyes,Yoann,player_88035,Touzghar,4,22,154,40,5.6,8.0,4.0,0.74
69,Guingamp,,player_90126,Paul-Georges Ntep,4,6,428,40,4.5,0.0,4.0,0.0
70,Grenoble,Manuel,player_90436,Perez,3,13,1272,31,5.2,0.0,4.0,0.58
71,Niort,,player_91019,Joseph Mendes,4,7,1245,40,4.1,0.0,4.0,0.21
72,Ajaccio,Michael,player_92353,Barreto,3,22,1163,32,5.8,2.0,4.0,0.79
73,Paris,Vincent,player_92520,Demarconnay,1,17,2338,10,5.4,0.0,4.0,1.0
74,Amiens,Mickaël,player_92559,Alphonse,2,15,1430,21,5.2,2.0,4.0,0.89
75,Auxerre,Rémy,player_92748,Dugimont,4,22,138,40,5.8,8.0,4.0,0.53
76,Ajaccio,Gaëtan,player_93591,Courtet,4,11,1163,40,4.6,2.0,4.0,0.53
77,Guingamp,Lloyd,player_93632,Palun,2,9,428,21,4.6,1.0,4.0,0.26
78,Châteauroux,Chaker,player_94181,Alhadhur,2,5,921,21,5.0,0.0,4.0,0.37
79,Nancy,Saliou,player_95527,Ciss,2,7,148,21,4.8,1.0,4.0,0.63
80,Toulouse,Maxime,player_97288,Dupé,1,18,427,10,5.5,0.0,4.0,1.0
81,Amiens,,player_98798,Prince,2,1,1430,20,-,0.0,4.0,0.0
82,Pau,Xavier,player_100961,Kouassi,3,12,5420,31,5.0,0.0,4.0,0.68
83,Dunkerque,Cheick,player_101368,Diarra,4,20,3288,40,4.8,5.0,4.0,0.42
84,Sochaux,Mehdi,player_102724,Jeannin,1,7,693,10,-,0.0,4.0,0.0
85,Nancy,Martin,player_102732,Sourzac,1,7,148,10,5.0,0.0,4.0,0.11
86,Guingamp,Giannelli,player_102738,Imbula,3,1,428,31,-,0.0,4.0,0.0
87,Auxerre,Donovan,player_103116,Léon,1,18,138,10,5.3,0.0,4.0,0.89
88,Nancy,Edmond,player_103122,Akichi,3,12,148,31,4.8,0.0,4.0,0.68
89,Amiens,Molla,player_103127,Wagué,2,11,1430,20,5.4,0.0,4.0,0.63
90,Nancy,Baptiste,player_104464,Valette,1,12,148,10,4.9,0.0,4.0,0.89
91,Nancy,Mame Ousmane,player_105408,Cissokho,4,11,148,40,5.1,1.0,4.0,0.42
92,Caen,Steeve,player_105706,Yago,2,8,1028,20,5.2,0.0,4.0,0.53
93,Châteauroux,Yannick,player_105719,M'Bone,3,13,921,31,4.9,0.0,4.0,1.0
94,Dunkerque,Emeric,player_106160,Dudouit,2,12,3288,21,5.3,1.0,4.0,0.79
95,Pau,Benjamin,player_106599,Bertrand,1,7,5420,10,4.0,0.0,4.0,0.05
96,Ajaccio,Joris,player_106600,Sainati,2,8,1163,20,4.6,0.0,4.0,0.37
97,Châteauroux,Julien,player_107254,Fabri,1,11,921,10,5.2,0.0,4.0,0.74
98,Sochaux,Joseph,player_107656,Lopy,3,21,693,31,5.8,1.0,4.0,0.9500000000000001
99,Troyes,Tristan,player_107685,Dingome,3,10,154,32,5.0,0.0,4.0,0.42
100,Chambly,Lassana,player_110303,Doucouré,3,10,6783,32,5.0,2.0,4.0,0.42
101,Chambly,John,player_110307,Popelard,2,1,6783,21,4.5,0.0,4.0,0.0
102,Auxerre,Quentin,player_110347,Bernard,2,11,138,21,4.9,0.0,4.0,0.89
103,Troyes,Jimmy,player_110350,Giraudon,2,22,154,20,5.6,0.0,4.0,1.0
104,Ajaccio,Alassane,player_110351,N'Diaye,4,3,1163,40,4.6,0.0,4.0,0.11
105,Rodez,Aurélien,player_111078,Tertereau,3,5,3308,32,4.8,0.0,4.0,0.26
106,Chambly,Guillaume,player_111086,Heinry,3,15,6783,31,4.7,3.0,4.0,0.74
107,Guingamp,El-Hadji,player_112467,Ba,3,1,428,31,5.0,0.0,4.0,0.05
108,Caen,Adama,player_112654,Mbengue,2,5,1028,21,5.5,0.0,4.0,0.11
109,Paris,Lalaïna,player_112962,Nomenjanahary,3,5,2338,32,5.4,0.0,4.0,0.37
110,Guingamp,Youssouf,player_113064,M'Changama,3,14,428,31,5.1,0.0,4.0,0.84
111,Valenciennes,Emmanuel,player_115149,Ntim,2,14,1996,21,5.1,1.0,4.0,0.74
112,Dunkerque,Jérémy,player_115326,Vachoux,1,7,3288,10,5.5,0.0,4.0,0.05
113,Amiens,John Stiven,player_116152,Mendoza,3,21,1430,32,5.7,4.0,4.0,0.53
114,Troyes,Florian,player_116592,Tardieu,3,23,154,31,6.1,0.0,4.0,0.89
115,Valenciennes,Eric,player_116593,Vandenabeele,2,6,1996,20,4.8,0.0,4.0,0.26
116,Clermont,Jerome,player_116596,Phojo,2,1,1983,21,-,0.0,4.0,0.0
117,Paris,Julien,player_119582,Lopez,3,18,2338,32,5.6,5.0,4.0,0.79
118,Le Havre,Khalid,player_119681,Boutaïb,4,3,141,40,-,0.0,4.0,0.0
119,Auxerre,Birama,player_119738,Touré,3,14,138,31,5.7,0.0,4.0,0.68
120,Niort,Mathieu,player_119744,Michel,1,12,1245,10,5.3,0.0,4.0,0.63
121,Grenoble,Anthony,player_120811,Belmonte,3,4,1272,31,5,0.0,4.0,0.0
122,Dunkerque,Jovanie,player_121149,Tchouatcha,2,1,3288,21,-,0.0,4.0,0.0
123,Auxerre,Axel,player_121596,Ngando,3,18,138,32,5.6,1.0,4.0,0.63
124,Chambly,Mickaël,player_129482,Latour,4,1,6783,40,-,0.0,4.0,0.0
125,Toulouse,Rhys,player_131403,Healey,4,24,427,40,5.8,8.0,4.0,0.37
126,Toulouse,Mauro,player_132197,Goicoechea,1,3,427,10,-,0.0,4.0,0.0
127,Sochaux,Abdallah,player_133632,Ndour,2,8,693,21,5.0,0.0,4.0,0.63
128,Toulouse,Steven,player_141017,Moreira,2,13,427,21,5.2,1.0,4.0,0.68
129,Auxerre,Gautier,player_141109,Lloris,2,7,138,20,5.0,0.0,4.0,0.53
130,Grenoble,Kevin,player_144056,Tapoko,3,10,1272,31,5.0,1.0,4.0,0.21
131,Ajaccio,Abdoulaye,player_146668,Keita,3,3,1163,31,4.8,0.0,4.0,0.05
132,Sochaux,Adama,player_149035,Niane,4,11,693,40,4.6,2.0,4.0,0.26
133,Rodez,Johann,player_149410,Obiang,2,7,3308,21,4.8,0.0,4.0,0.58
134,Grenoble,Adrien,player_149588,Monfray,2,17,1272,20,5.4,0.0,4.0,0.84
135,Clermont,Jason,player_149918,Berthomier,3,16,1983,32,5.7,3.0,4.0,0.74
136,Chambly,Joris,player_149993,Correa,4,24,6783,40,5.4,6.0,4.0,0.74
137,Grenoble,Jerome,player_150670,Mombris,2,14,1272,21,5.2,0.0,4.0,0.79
138,Guingamp,Enzo,player_151065,Basilio,1,13,428,10,5.2,0.0,4.0,0.68
139,Chambly,Anthony,player_151314,Soubervie,2,13,6783,21,5.1,0.0,4.0,0.63
140,Rodez,David,player_151868,Douline,2,15,3308,20,5.4,2.0,4.0,0.89
141,Grenoble,,player_151908,Achille Anani,4,10,1272,40,4.9,4.0,4.0,0.47000000000000003
142,Chambly,Joachim,player_152487,Eickmayer,3,10,6783,31,5.1,0.0,4.0,0.26
143,Clermont,Jonathan,player_152516,Iglesias,3,10,1983,32,5.1,0.0,4.0,0.32
144,Rodez,Pape,player_154481,Sané,4,3,3308,40,4.0,0.0,4.0,0.05
145,Auxerre,,player_155962,Ji Xiaoxuan,4,1,138,40,-,0.0,4.0,0.0
146,Le Havre,Jamal,player_156274,Thiare,4,9,141,40,4.9,2.0,4.0,0.74
147,Guingamp,Lebogang,player_156692,Phiri,3,1,428,31,-,0.0,4.0,0.0
148,Valenciennes,Baptiste,player_157728,Guillaume,4,21,1996,40,5.4,8.0,4.0,0.74
149,Le Havre,Victor,player_157822,Lekhal,3,13,141,31,5.2,0.0,4.0,0.84
150,Auxerre,,player_159576,Jubal,2,17,138,20,5.4,1.0,4.0,0.89
151,Toulouse,Wesley,player_161034,Said,4,3,427,40,-,0.0,4.0,0.0
152,Pau,Ebenezer,player_164500,Assifuah,4,13,5420,40,5.0,3.0,4.0,0.84
153,Chambly,Sébastien,player_165443,Flochon,3,7,6783,32,5.0,0.0,4.0,0.47000000000000003
154,Niort,Olivier,player_165572,Kemen,3,16,1245,32,5.4,3.0,4.0,0.84
155,Guingamp,,player_165803,Pedro Rebocho,2,10,428,21,5.1,0.0,4.0,0.84
156,Chambly,Guillaume,player_166476,Dequaire,2,8,6783,20,5.3,0.0,4.0,0.47000000000000003
157,Valenciennes,Laurent,player_166541,Dos Santos,2,5,1996,21,5.0,0.0,4.0,0.42
158,Chambly,Jonathan,player_167450,Beaulieu,3,9,6783,31,5.0,0.0,4.0,0.37
159,Auxerre,Hamza,player_167454,Sakhi,3,22,138,32,5.8,4.0,4.0,0.89
160,Troyes,Gauthier,player_167455,Gallon,1,18,154,10,5.4,0.0,4.0,0.89
161,Dunkerque,Kevin,player_167929,Rocheteau,4,1,3288,40,-,0.0,4.0,0.0
162,Chambly,Maxence,player_168115,Derrien,2,9,6783,20,4.6,0.0,4.0,0.74
163,Guingamp,Bryan,player_168116,Pelé,3,10,428,32,4.9,1.0,4.0,0.42
164,Sochaux,Christophe,player_168212,Diédhiou,2,7,693,20,5.1,1.0,4.0,0.74
165,Dunkerque,Axel,player_168433,Maraval,1,15,3288,10,5.4,0.0,4.0,0.9500000000000001
166,Caen,Jessy,player_168434,Pi,3,10,1028,31,5.0,0.0,4.0,0.42
167,Clermont,Cédric,player_168567,Hountondji,2,22,1983,20,5.8,1.0,4.0,1.0
168,Le Havre,Ertugrul,player_171419,Ersoy,2,10,141,20,4.8,0.0,4.0,0.74
169,Le Havre,Ayman,player_171459,Ben Mohamed,2,7,141,21,4.8,0.0,4.0,0.58
170,Sochaux,Younes,player_172870,Kaabouni,3,8,693,31,5.1,0.0,4.0,0.16
171,Sochaux,Chris Vianney,player_173182,Bédia,4,9,693,40,4.5,3.0,4.0,0.68
172,Ajaccio,Ismaël,player_173242,Diallo,2,11,1163,21,4.7,1.0,4.0,0.74
173,Toulouse,Deiver,player_174317,Machado,2,11,427,21,5.1,0.0,4.0,0.89
174,Toulouse,Branco,player_174969,van den Boomen,3,14,427,32,5.5,2.0,4.0,0.68
175,Valenciennes,Sessi,player_176439,D'Almeida,3,12,1996,31,5.3,0.0,4.0,0.63
176,Valenciennes,Théo,player_176443,Pellenard,2,6,1996,21,4.6,0.0,4.0,0.16
177,Grenoble,Mamadou Lamarana,player_176480,Diallo,3,14,1272,32,5.3,4.0,4.0,0.53
178,Nancy,Grégoire,player_176503,Lefebvre,3,5,148,31,4.7,0.0,4.0,0.11
179,Clermont,Driss,player_176569,Trichard,2,8,1983,21,5.0,0.0,4.0,0.26
180,Rodez,Francis,player_176737,Dady Ngoye,3,1,3308,31,-,0.0,4.0,0.0
181,Dunkerque,Alioune,player_177222,Ba,2,7,3288,20,5.2,0.0,4.0,0.47000000000000003
182,Rodez,Pierre,player_177442,Bardy,2,10,3308,21,5,0.0,4.0,1.0
183,Rodez,Joris,player_177445,Chougrani,2,7,3308,20,4.5,0.0,4.0,0.68
184,Rodez,Remy,player_177449,Boissier,3,16,3308,31,5.5,5.0,4.0,0.84
185,Rodez,Pierre,player_177833,Ruffaut,3,9,3308,31,5.0,0.0,4.0,0.21
186,Clermont,Jodel,player_179089,Dossou,3,16,1983,32,5.6,5.0,4.0,0.58
187,Toulouse,Efthymios,player_179536,Koulouris,4,5,427,40,4.6,0.0,4.0,0.26
188,Grenoble,David,player_179615,Henen,3,11,1272,32,5.0,0.0,4.0,0.16
189,Guingamp,,player_179776,Philipe Sampaio,2,8,428,20,5.2,0.0,4.0,0.53
190,Troyes,Gabriel,player_180299,Mutombo Kupa,2,7,154,20,4.8,0.0,4.0,0.0
191,Valenciennes,Jérôme,player_181439,Prior,1,21,1996,10,5.3,0.0,4.0,0.9500000000000001
192,Rodez,Florian,player_182318,David,3,8,3308,32,4.5,1.0,4.0,0.21
193,Grenoble,Esteban,player_184203,Salles,1,7,1272,10,-,0.0,4.0,0.0
194,Amiens,Chadrac,player_184232,Akolo,3,9,1430,32,5.2,2.0,4.0,0.32
195,Ajaccio,Francois-Joseph,player_184677,Sollacaro,1,7,1163,10,4.0,0.0,4.0,0.05
196,Clermont,Akim,player_184962,Zedadka,2,19,1983,21,5.5,0.0,4.0,0.89
197,Sochaux,Ousseynou,player_185482,Thioune,3,10,693,31,5.3,0.0,4.0,0.63
198,Valenciennes,Maxime,player_189536,Spano,2,14,1996,20,5.0,0.0,4.0,0.84
199,Caen,,player_189542,Alexandre Mendy,4,9,1028,40,4.5,1.0,4.0,0.37
200,Le Havre,Nolan,player_192021,Mbemba,3,7,141,31,4.9,1.0,4.0,0.47000000000000003
201,Niort,David,player_192706,Djigla,4,4,1245,40,4.5,0.0,4.0,0.05
202,Amiens,Juan Ferney,player_192785,Otero,4,11,1430,40,5.0,0.0,4.0,0.47000000000000003
203,Valenciennes,Hillel,player_193080,Konate,1,7,1996,10,-,0.0,4.0,0.0
204,Niort,Valentin,player_193276,Jacob,3,7,1245,32,5.8,1.0,4.0,0.42
205,Ajaccio,Quentin,player_193407,Lecoeuche,2,6,1163,21,4.9,0.0,4.0,0.32
206,Caen,Yacine,player_193409,Bammou,4,14,1028,40,5.3,5.0,4.0,0.58
207,Amiens,Arnaud,player_193417,Lusamba,3,14,1430,32,5.8,1.0,4.0,0.53
208,Grenoble,Jessy,player_193425,Benet,3,25,1272,32,5.9,4.0,4.0,0.79
209,Le Havre,Quentin,player_193537,Cornette,3,11,141,32,4.9,0.0,4.0,0.63
210,Nancy,Rosario,player_193823,Latouchent,2,9,148,21,4.5,0.0,4.0,0.42
211,Amiens,Adam,player_195476,Lewis,2,5,1430,21,4.9,0.0,4.0,0.32
212,Pau,Antoine,player_195784,Batisse,2,12,5420,20,4.5,1.0,4.0,0.89
213,Rodez,Lionel,player_196111,M'Pasi N'Zau,1,7,3308,10,5.0,0.0,4.0,0.16
214,Dunkerque,Ibrahim,player_197022,Cissé,2,13,3288,20,5.1,0.0,4.0,0.9500000000000001
215,Grenoble,Bart,player_198067,Straalman,2,6,1272,20,5.3,0.0,4.0,0.32
216,Pau,Erwin,player_198188,Koffi,4,9,5420,40,4.9,0.0,4.0,0.74
217,Niort,Dylan,player_198189,Louiserre,3,14,1245,31,5.3,2.0,4.0,0.89
218,Grenoble,Charles,player_198381,Pickel,3,14,1272,31,5.2,0.0,4.0,0.89
219,Troyes,Rayan,player_198987,Raveloson,3,17,154,31,5.6,1.0,4.0,0.89
220,Caen,Steve,player_199367,Shamal,4,1,1028,40,-,0.0,4.0,0.0
221,Auxerre,Kenji-Van,player_199519,Boto,2,7,138,21,4.9,0.0,4.0,0.21
222,Auxerre,Alec,player_199663,Georgen,2,1,138,21,3.5,0.0,4.0,0.05
223,Chambly,Bradley,player_199664,Danger,2,12,6783,20,4.9,1.0,4.0,0.89
224,Niort,Bilal,player_199665,Boutobba,3,9,1245,32,5.3,1.0,4.0,0.63
225,Toulouse,Firmin Ndombe,player_199734,Mubele,4,1,427,40,-,0.0,4.0,0.0
226,Amiens,Alexis,player_201392,Blin,3,12,1430,31,5.1,0.0,4.0,0.89
227,Paris,Marvin,player_202459,Gakpa,3,14,2338,32,5.4,1.0,4.0,0.32
228,Clermont,Josue,player_202961,Albert,2,6,1983,20,5,0.0,4.0,0.0
229,Châteauroux,Nama,player_202971,Fofana,2,7,921,21,4.7,0.0,4.0,0.58
230,Troyes,Dylan,player_204150,Saint-Louis,4,14,154,40,5.1,3.0,4.0,0.68
231,Toulouse,Stijn,player_204405,Spierings,3,23,427,32,6.8,7.0,4.0,0.63
232,Chambly,Thibault,player_204510,Jaques,2,20,6783,20,5,3.0,4.0,1.0
233,Grenoble,Harouna,player_204513,Abou Demba,2,1,1272,21,-,0.0,4.0,0.0
234,Nancy,Aurélien,player_204728,Nguiamba,3,3,148,31,4.7,0.0,4.0,0.05
235,Dunkerque,Thibault,player_206761,Vialla,3,10,3288,32,4.8,0.0,4.0,0.21
236,Niort,Lenny,player_208568,Vallier,2,7,1245,21,4.8,0.0,4.0,0.26
237,Paris,Warren,player_208745,Caddy,4,8,2338,40,4.7,2.0,4.0,0.21
238,Sochaux,Sofiane,player_208949,Daham,3,1,693,31,4.8,0.0,4.0,0.05
239,Auxerre,Carlens,player_209171,Arcus,2,17,138,21,5.5,0.0,4.0,0.89
240,Ajaccio,Vincent,player_209874,Marchetti,3,8,1163,31,5.0,0.0,4.0,0.37
241,Nancy,Serge,player_210460,N'Guessan,3,1,148,31,-,0.0,4.0,0.0
242,Toulouse,Vakoun Issouf,player_210464,Bayo,4,8,427,40,4.9,2.0,4.0,0.37
243,Valenciennes,Elhadj,player_212333,Dabo,3,1,1996,31,-,0.0,4.0,0.0
244,Rodez,Theo,player_212887,Guivarch,1,16,3308,10,4.8,0.0,4.0,0.84
245,Chambly,Lorenzo,player_212950,Callegari,3,3,6783,31,4.5,0.0,4.0,0.05
246,Guingamp,Félix,player_213200,Eboa Eboa,2,1,428,20,4.8,0.0,4.0,0.11
247,Rodez,Jordan,player_213335,Leborgne,3,8,3308,31,4.8,0.0,4.0,0.26
248,Ajaccio,Mathieu,player_213362,Coutadeur,3,20,1163,31,5.4,0.0,4.0,0.79
249,Pau,Moulaye Idrissa,player_213591,Ba,4,6,5420,40,4.1,0.0,4.0,0.11
250,Paris,Anthony,player_214042,Maisonnial,1,7,2338,10,-,0.0,4.0,0.0
251,Clermont,Vital,player_214244,N'Simba,2,9,1983,21,5.3,0.0,4.0,0.58
252,Ajaccio,Qazim,player_214282,Laci,3,17,1163,31,5.2,0.0,4.0,0.84
253,Chambly,Vlatko,player_216137,Stojanovski,4,5,6783,40,4.5,0.0,4.0,0.16
254,Clermont,Arthur,player_216288,Desmas,1,18,1983,10,5.7,0.0,4.0,0.89
255,Niort,Brahim,player_216530,Konaté,3,7,1245,31,5.2,0.0,4.0,0.11
256,Pau,Alexandre,player_216610,Olliero,1,19,5420,10,5.3,0.0,4.0,0.9500000000000001
257,Rodez,Erwan,player_216702,Maury,3,1,3308,31,-,0.0,4.0,0.0
258,Auxerre,Aly,player_217319,Ndom,3,10,138,31,4.9,0.0,4.0,0.11
259,Grenoble,Souleymane,player_217517,Cissé,3,3,1272,31,5.0,0.0,4.0,0.11
260,Toulouse,Kelvin,player_217596,Amian,2,13,427,21,5.0,2.0,4.0,0.9500000000000001
261,Sochaux,Yann,player_218116,Kitala,4,1,693,40,6.5,1.0,4.0,0.05
262,Rodez,,player_218666,Alexis Alegue,3,9,3308,32,4.7,0.0,4.0,0.26
263,Chambly,Oumar,player_219145,Gonzalez,2,11,6783,20,4.6,1.0,4.0,0.58
264,Rodez,Alan,player_219298,Kerouedan,3,7,3308,32,4.8,0.0,4.0,0.32
265,Valenciennes,Aly,player_219628,Abeid,2,9,1996,21,5.0,0.0,4.0,0.68
266,Guingamp,Jeremy,player_220001,Livolant,3,17,428,32,5.2,1.0,4.0,0.53
267,Sochaux,Aubin Pierre Joseph,player_220022,Long,1,1,693,10,-,0.0,4.0,0.0
268,Niort,Quentin,player_220110,Braat,1,5,1245,10,-,0.0,4.0,0.0
269,Sochaux,Maxence,player_220359,Prevot,1,18,693,10,5.6,0.0,4.0,1.0
270,Nancy,Sega,player_220646,Coulibaly,2,9,148,20,4.6,2.0,4.0,0.47000000000000003
271,Nancy,Souleymane,player_220922,Karamoko,2,8,148,21,4.8,0.0,4.0,0.84
272,Châteauroux,,player_220924,Opa Sangante,3,7,921,31,5.0,0.0,4.0,0.74
273,Paris,Cyril,player_220936,Mandouki,3,13,2338,31,5.0,0.0,4.0,0.74
274,Pau,Romain,player_220941,Bayard,3,10,5420,32,4.7,1.0,4.0,0.42
275,Dunkerque,Malik,player_220943,Tchokounte,4,12,3288,40,4.3,1.0,4.0,0.74
276,Dunkerque,Loic,player_220962,Kouagba,2,10,3288,20,4.8,0.0,4.0,0.37
277,Troyes,Levi,player_221245,Lumeka,3,5,154,32,4.9,2.0,4.0,0.32
278,Valenciennes,Nicolas,player_222388,Kocik,1,3,1996,10,-,0.0,4.0,0.0
279,Pau,Mor,player_222866,Nguer,3,1,5420,32,-,0.0,4.0,0.0
280,Amiens,Cheick,player_223393,Timité,3,9,1430,32,4.9,2.0,4.0,0.21
281,Rodez,Valentin,player_224299,Henry,3,13,3308,31,4.7,1.0,4.0,0.84
282,Valenciennes,Metehan,player_225183,Guclu,4,6,1996,40,4.4,0.0,4.0,0.05
283,Troyes,Mahamadou,player_226945,Dembélé,2,3,154,20,5,0.0,4.0,0.0
284,Pau,Alassane,player_227297,Diaby,2,2,5420,20,-,0.0,4.0,0.0
285,Niort,Ibrahima Sory,player_227300,Conté,2,6,1245,20,4.9,0.0,4.0,0.16
286,Troyes,Oualid,player_228291,El Hajjam,2,12,154,21,5.2,0.0,4.0,0.89
287,Guingamp,Guessouma,player_228292,Fofana,3,8,428,31,4.9,0.0,4.0,0.16
288,Guingamp,Yannick,player_228313,Gomis,4,18,428,40,5.0,5.0,4.0,0.9500000000000001
