,club,firstname,id,lastname,position,quotation,teamId,ultraPosition,avgRate,sumGoals,currentChampionship,percentageStarter
289,Troyes,Yoann,player_228319,Salmier,2,13,154,20,5.3,0.0,4.0,0.89
290,Nancy,Ernest,player_228320,Seka,2,12,148,20,4.9,1.0,4.0,0.84
291,Troyes,Alimami,player_229225,Gory,4,8,154,40,4.9,2.0,4.0,0.37
292,Guingamp,Sikou,player_229959,Niakaté,2,10,428,20,4.7,0.0,4.0,0.84
293,Paris,Thibault,player_230448,Campanini,2,1,2338,21,5,0.0,4.0,0.0
294,Sochaux,Gaëtan,player_230458,Weissbeck,3,28,693,32,6.2,8.0,4.0,1.0
295,Auxerre,Kévin,player_230718,Fortuné,4,7,138,40,4.6,1.0,4.0,0.26
296,Chambly,Yannick,player_231373,Mamilonne,4,1,6783,40,-,0.0,4.0,0.0
297,Dunkerque,Randi,player_231876,Goteni,3,8,3288,31,4.7,0.0,4.0,0.21
298,Troyes,Rominigue,player_232175,Kouame,3,19,154,31,5.6,1.0,4.0,0.9500000000000001
299,Auxerre,Gauthier,player_232182,Hein,3,10,138,32,5.2,1.0,4.0,0.47000000000000003
300,Troyes,Eden,player_232242,Massouema,3,1,154,31,-,0.0,4.0,0.0
301,Nancy,Mehdi,player_232252,Merghem,3,1,148,32,-,0.0,4.0,0.0
302,Grenoble,Jordy,player_234458,Gaspar,2,15,1272,21,5.2,0.0,4.0,0.84
303,Troyes,Khamis,player_234773,Digol N'Dozangue,2,1,154,20,-,0.0,4.0,0.0
304,Sochaux,Steve,player_235163,Ambri,4,9,693,40,5.4,1.0,4.0,0.47000000000000003
305,Le Havre,Fernand,player_235708,Mayembo,2,15,141,20,5.2,0.0,4.0,0.79
306,Pau,Quentin,player_235709,Daubin,3,9,5420,31,4.8,0.0,4.0,0.58
307,Guingamp,Morgan,player_235862,Poaty,2,1,428,21,5.5,0.0,4.0,0.11
308,Le Havre,Alan,player_240084,Dzabana,4,2,141,40,4.5,0.0,4.0,0.0
309,Niort,Issouf,player_241337,Paro,2,10,1245,20,5.1,0.0,4.0,0.84
310,Dunkerque,,player_241623,Harouna Sy,2,12,3288,21,4.8,0.0,4.0,0.89
311,Le Havre,,player_241700,Yacouba Coulibaly,2,1,141,21,5.0,0.0,4.0,0.05
312,Niort,Quentin,player_242111,Bena,3,3,1245,31,4.7,0.0,4.0,0.05
313,Châteauroux,Christopher,player_242514,Operi,2,9,921,21,4.6,1.0,4.0,0.63
314,Dunkerque,Jorris,player_242768,Romil,4,8,3288,40,4.7,1.0,4.0,0.26
315,Toulouse,Bafode,player_242882,Diakite,2,10,427,20,5.0,1.0,4.0,0.58
316,Toulouse,Sacha,player_242891,Semanoun,3,1,427,31,-,0.0,4.0,0.0
317,Toulouse,Adil,player_242896,Taoui,4,1,427,40,4.5,0.0,4.0,0.0
318,Troyes,,player_243155,Rui Pires,3,10,154,31,4.8,0.0,4.0,0.05
319,Le Havre,Nabil,player_243998,Alioui,4,11,141,40,4.7,1.0,4.0,0.32
320,Sochaux,Bryan,player_244591,Lasme,4,17,693,40,5.3,6.0,4.0,0.58
321,Toulouse,Agustín,player_244701,Rogel,2,1,427,20,-,0.0,4.0,0.0
322,Auxerre,Ousoumane,player_244794,Camara,3,1,138,31,4.5,0.0,4.0,0.05
323,Le Havre,Umut,player_244949,Meras,2,13,141,21,4.7,1.0,4.0,0.74
324,Chambly,Aniss,player_245137,El Hriti,2,10,6783,20,4.6,0.0,4.0,0.74
325,Paris,Ali,player_245485,Abdi,2,12,2338,21,5.2,2.0,4.0,0.42
326,Pau,Mamadou,player_245653,Kamissoko,2,6,5420,21,5.4,0.0,4.0,0.42
327,Chambly,Medhy,player_245694,Guezoui,4,10,6783,40,5.1,4.0,4.0,0.42
328,Grenoble,Abdel Hakim,player_245726,Abdallah,2,6,1272,21,5.2,0.0,4.0,0.26
329,Niort,Bryan,player_245750,Passi,2,7,1245,20,5.1,0.0,4.0,0.47000000000000003
330,Châteauroux,Yanis,player_245914,Merdji,4,9,921,40,4.4,0.0,4.0,0.21
331,Nancy,Kenny,player_245915,Rocha Santos,3,15,148,32,5.3,3.0,4.0,0.74
332,Le Havre,Romain,player_246402,Basque,3,15,141,31,5.2,1.0,4.0,0.68
333,Chambly,Xavier,player_246453,Pinoteau,1,11,6783,10,5.2,0.0,4.0,0.63
334,Ajaccio,Gédéon,player_247403,Kalulu,2,11,1163,21,4.8,0.0,4.0,0.74
335,Valenciennes,Julien,player_250333,Masson,3,11,1996,31,5.0,0.0,4.0,0.84
336,Clermont,Jordan,player_420962,Tell,4,6,1983,40,4.2,0.0,4.0,0.21
337,Rodez,Boris,player_421128,Mathis,4,1,3308,40,-,0.0,4.0,0.0
338,Niort,Tom,player_422249,Lebeau,3,4,1245,32,5,0.0,4.0,0.0
339,Nancy,Amine,player_422474,Bassi,3,15,148,32,6.1,4.0,4.0,0.47000000000000003
340,Niort,Louis,player_422897,Ameka Autchanga,4,1,1245,40,4.8,0.0,4.0,0.0
341,Guingamp,Frantzdy,player_423064,Pierrot,4,3,428,40,5.3,2.0,4.0,0.16
342,Guingamp,Gaëtan,player_423151,Robail,3,8,428,32,5.1,0.0,4.0,0.32
343,Clermont,Lorenzo,player_423838,Rajot,3,6,1983,32,4.9,0.0,4.0,0.0
344,Nancy,Mathias,player_423954,Fischer,2,6,148,21,4.8,0.0,4.0,0.16
345,Amiens,Nicholas,player_424146,Opoku,2,15,1430,20,5.2,0.0,4.0,0.89
346,Amiens,Emmanuel,player_424149,Lomotey,3,6,1430,31,5.2,0.0,4.0,0.42
347,Amiens,Charbel,player_424242,Gomez,4,1,1430,40,-,0.0,4.0,0.0
348,Amiens,Stephen Pius,player_424835,Odey,4,11,1430,40,4.9,2.0,4.0,0.42
349,Nancy,Yanis,player_424930,Barka,4,7,148,40,4.9,2.0,4.0,0.16
350,Ajaccio,Bevic,player_427213,Moussiti-Oko,4,12,1163,40,5.0,4.0,4.0,0.74
351,Rodez,Malaly,player_429441,Dembélé,4,8,3308,40,4.2,1.0,4.0,0.37
352,Dunkerque,Redouane,player_429519,Kerrouche,3,10,3288,31,5.0,0.0,4.0,0.79
353,Troyes,Sebastien,player_429522,Renot,1,7,154,10,6.0,0.0,4.0,0.11
354,Guingamp,Logan,player_430855,Ndenbe,2,1,428,21,4.8,0.0,4.0,0.16
355,Clermont,David,player_430993,Gomis,4,10,1983,40,5.2,0.0,4.0,0.47000000000000003
356,Niort,Goduine,player_431422,Koyalipou,4,5,1245,40,4.9,0.0,4.0,0.26
357,Niort,Yacine,player_431424,Bourhane,3,8,1245,31,5.4,1.0,4.0,0.53
358,Amiens,Grégoire,player_431426,Coudert,1,1,1430,10,-,0.0,4.0,0.0
359,Rodez,Yohan,player_431649,Roche,2,7,3308,21,4.6,0.0,4.0,0.42
360,Amiens,Abdoulaye,player_432933,Toure,3,1,1430,32,-,0.0,4.0,0.0
361,Chambly,Luka,player_433324,Susnjara,3,7,6783,32,4.3,0.0,4.0,0.42
362,Le Havre,,player_433522,Yahia Fofana,1,7,141,10,-,0.0,4.0,0.0
363,Pau,Scotty,player_433666,Sadzoute,2,11,5420,21,5.0,0.0,4.0,0.79
364,Grenoble,,player_433857,Willy Semedo,4,15,1272,40,5.2,3.0,4.0,0.84
365,Chambly,Killian,player_433895,Le Roy,1,5,6783,10,5,0.0,4.0,0.0
366,Auxerre,Sonny,player_434828,Laiton,1,7,138,10,5.1,0.0,4.0,0.11
367,Caen,Jessy,player_436658,Deminguet,3,12,1028,32,5.1,2.0,4.0,0.68
368,Valenciennes,Mathis,player_437503,Picouleau,3,5,1996,31,5,1.0,4.0,0.0
369,Amiens,Boris,player_437745,Popovic,2,1,1430,20,-,0.0,4.0,0.0
370,Troyes,Lenny,player_438015,Pintor,4,5,154,40,5.3,2.0,4.0,0.11
371,Troyes,Terence,player_438420,Baya,2,4,154,21,5.3,1.0,4.0,0.0
372,Paris,Axel,player_439124,Bamba,2,12,2338,20,4.6,0.0,4.0,0.79
373,Caen,Garissone,player_439363,Innocent,1,7,1028,10,4.0,0.0,4.0,0.11
374,Caen,Azzeddine,player_439364,Toufiqui,3,1,1028,31,-,0.0,4.0,0.0
375,Caen,Yoel,player_439711,Armougom,2,9,1028,21,4.8,0.0,4.0,0.79
376,Clermont,Mohamed,player_439777,Bayo,4,25,1983,40,5.4,9.0,4.0,0.79
377,Amiens,,player_439964,Rafael Fonseca,2,1,1430,21,-,0.0,4.0,0.0
378,Caen,Santy,player_440114,Ngom,4,1,1028,40,-,0.0,4.0,0.0
379,Dunkerque,Leverton,player_440656,Pierre,3,8,3288,31,4.8,0.0,4.0,0.42
380,Caen,Aliou Badara,player_441434,Traore,3,10,1028,32,4.7,0.0,4.0,0.21
381,Paris,Mohamed Lamine,player_441575,Diaby,4,1,2338,40,4,0.0,4.0,0.0
382,Valenciennes,Moussa,player_441583,Guel,3,5,1996,32,4.5,0.0,4.0,0.0
383,Nancy,Hugo,player_441584,Constant,1,1,148,10,-,0.0,4.0,0.0
384,Rodez,Nathaniel,player_442646,Dieng,2,8,3308,20,4.8,0.0,4.0,0.47000000000000003
385,Valenciennes,Arsene,player_442649,Elogo,3,10,1996,32,4.9,0.0,4.0,0.47000000000000003
386,Dunkerque,Jeremy,player_442748,Huysman,2,6,3288,20,4.7,0.0,4.0,0.05
387,Dunkerque,Dimitri,player_442750,Boudaud,3,6,3288,32,4.8,0.0,4.0,0.37
388,Dunkerque,Nicolas,player_442751,Bruneel,3,3,3288,31,5.4,1.0,4.0,0.26
389,Rodez,Ayoub,player_444397,Ouhafsa,4,11,3308,40,4.5,2.0,4.0,0.32
390,Troyes,Dylan,player_444465,Chambost,3,15,154,32,5.4,1.0,4.0,0.84
391,Auxerre,Lassine,player_445970,Sinayoko,4,1,138,40,-,0.0,4.0,0.0
392,Chambly,Nikola,player_447032,Petkovic,4,1,6783,40,-,0.0,4.0,0.0
393,Amiens,Jack,player_447579,Lahne,4,1,1430,40,4.5,0.0,4.0,0.0
394,Auxerre,Yanis,player_448403,Begraoui,4,5,138,40,4.6,1.0,4.0,0.0
395,Toulouse,Florentin,player_449689,Bloch,1,5,427,10,-,0.0,4.0,0.0
396,Grenoble,Paul,player_450381,Bourdelle,1,3,1272,10,-,0.0,4.0,0.0
397,Châteauroux,Guevin,player_453108,Tormin,4,7,921,40,4.9,1.0,4.0,0.32
398,Grenoble,Moussa,player_454687,Djitté,4,13,1272,40,4.4,4.0,4.0,0.53
399,Sochaux,Salem,player_454688,M'Bakata,2,10,693,21,5.0,0.0,4.0,0.42
400,Paris,Ousmane,player_454689,Kanté,2,17,2338,20,5.3,2.0,4.0,0.84
401,Sochaux,Fabien,player_454694,Ourega,4,10,693,40,5.0,0.0,4.0,0.53
402,Niort,Ibrahim,player_454702,Sissoko,4,3,1245,40,-,0.0,4.0,0.0
403,Amiens,Amadou,player_455732,Ciss,3,13,1430,32,5.4,2.0,4.0,0.37
404,Chambly,,player_456046,Boubacari Doucouré,2,1,6783,20,4.0,0.0,4.0,0.05
405,Châteauroux,Issa,player_457230,Marega,2,1,921,20,-,0.0,4.0,0.0
406,Nancy,Dorian,player_457242,Bertrand,4,10,148,40,4.9,0.0,4.0,0.68
407,Châteauroux,Amir,player_457977,Nouri,3,11,921,31,5.1,2.0,4.0,0.42
408,Pau,Steeve,player_457982,Beusnard,3,11,5420,32,4.6,0.0,4.0,0.42
409,Paris,Youssoupha,player_458269,N'Diaye,2,7,2338,20,5.2,0.0,4.0,0.42
410,Clermont,Yohann,player_458315,Magnin,3,22,1983,31,5.7,2.0,4.0,0.9500000000000001
411,Clermont,Ouparine,player_458316,Djoco,1,7,1983,10,6.2,0.0,4.0,0.11
412,Rodez,Julien,player_458322,Ponceau,3,1,3308,32,4.5,0.0,4.0,0.0
413,Nancy,Mons,player_458335,Bassouamina,4,1,148,40,-,0.0,4.0,0.0
414,Pau,Cheick Tidiane,player_458345,Sabaly,4,13,5420,40,5.0,3.0,4.0,0.63
415,Niort,Guy-Marcelin,player_460590,Kilama,2,7,1245,21,4.5,0.0,4.0,0.84
416,Amiens,Valentin,player_461415,Gendrey,2,7,1430,21,5.7,0.0,4.0,0.21
417,Amiens,Sanasi,player_461418,Sy,2,5,1430,21,4.9,0.0,4.0,0.26
418,Amiens,Gaoussou,player_461433,Traore,3,6,1430,32,4.9,0.0,4.0,0.11
419,Guingamp,Djegui,player_461827,Koita,2,1,428,20,-,0.0,4.0,0.0
420,Guingamp,Dominique,player_461831,Youfeigane,1,3,428,10,-,0.0,4.0,0.0
421,Pau,Victor,player_462552,Lobry,3,10,5420,31,4.6,0.0,4.0,0.89
422,Sochaux,Boris Sebastian,player_462567,Moltenis,2,5,693,20,4.4,0.0,4.0,0.16
423,Le Havre,Himad,player_462609,Abdelli,3,10,141,32,4.9,2.0,4.0,0.68
424,Niort,Antoine,player_463746,Baroan,4,5,1245,40,4.5,1.0,4.0,0.0
425,Guingamp,Louis,player_465153,Carnot,3,2,428,31,4.5,0.0,4.0,0.11
426,Troyes,Benrandy,player_465345,Abdallah,2,1,154,20,-,0.0,4.0,0.0
427,Caen,Caleb,player_465347,Zady Sery,4,10,1028,40,5.0,0.0,4.0,0.21
428,Clermont,Lucas,player_466046,Margueron,1,1,1983,10,-,0.0,4.0,0.0
429,Châteauroux,Wilfried,player_467094,Bedfian,1,6,921,10,5.2,0.0,4.0,0.16
430,Valenciennes,Kevin,player_467095,Cabral,4,19,1996,40,5.4,5.0,4.0,0.9500000000000001
431,Ajaccio,Lucas,player_467098,Marsella,1,1,1163,10,-,0.0,4.0,0.0
432,Ajaccio,Mounaim,player_468427,El Idrissy,4,10,1163,40,4.7,1.0,4.0,0.37
433,Toulouse,Kalidou,player_468489,Sidibe,3,3,427,31,5,0.0,4.0,0.0
434,Guingamp,Matthias,player_468490,Phaeton,3,8,428,32,5.0,3.0,4.0,0.05
435,Guingamp,Steven,player_469319,Ako,2,1,428,21,-,0.0,4.0,0.0
436,Toulouse,Nathan,player_469323,N'Goumou Minpole,3,3,427,32,5.3,1.0,4.0,0.05
437,Nancy,Giovanni,player_471139,Haag,2,12,148,20,5.2,2.0,4.0,0.68
438,Valenciennes,Allan,player_471141,Linguet,3,6,1996,31,5.0,0.0,4.0,0.11
439,Nancy,Vinni,player_471470,Triboulet,3,10,148,32,4.8,2.0,4.0,0.32
440,Châteauroux,Ylyas,player_471850,Chouaref,4,9,921,40,5.1,0.0,4.0,0.74
441,Pau,Younn,player_472187,Zahary,2,9,5420,20,5.0,1.0,4.0,0.32
442,Sochaux,Romain,player_473244,Sans,2,4,693,21,4.8,0.0,4.0,0.21
443,Dunkerque,Guillaume,player_473329,Bosca,4,10,3288,40,4.6,1.0,4.0,0.26
444,Clermont,Jim,player_473389,Allevinah,4,23,1983,40,5.9,5.0,4.0,0.79
445,Dunkerque,Ozkan,player_473530,Cetiner,3,1,3288,32,4.8,0.0,4.0,0.0
446,Sochaux,Bryan,player_473550,Soumaré,3,13,693,32,5.4,1.0,4.0,0.68
447,Chambly,Lucas,player_473703,Camelo,2,3,6783,20,4.4,0.0,4.0,0.11
448,Chambly,Cyril,player_474110,Zabou,3,7,6783,32,4.9,0.0,4.0,0.16
449,Troyes,Ronan,player_474778,Jay,1,1,154,10,-,0.0,4.0,0.0
450,Toulouse,Kouadio,player_475767,Kone,3,13,427,31,5.4,1.0,4.0,0.74
451,Caen,Alexis,player_476511,Beka Beka,3,13,1028,31,4.9,1.0,4.0,0.42
452,Caen,Pathy,player_476607,Malumandsoko,2,1,1028,20,-,0.0,4.0,0.0
453,Pau,Paul,player_476611,Clément,2,1,5420,21,-,0.0,4.0,0.0
454,Caen,Godson,player_476791,Kyeremeh,3,1,1028,31,-,0.0,4.0,0.0
455,Caen,Johann,player_476894,Lepenant,3,1,1028,31,5,0.0,4.0,0.0
456,Châteauroux,Leo,player_477368,Leroy,3,10,921,32,4.7,0.0,4.0,0.47000000000000003
457,Chambly,Bastian,player_477699,Badu,4,3,6783,40,4.2,0.0,4.0,0.11
458,Caen,Jason,player_477846,Ngouabi Lougagui,2,1,1028,20,3.5,0.0,4.0,0.05
459,Amiens,Iron,player_480469,Gomis,3,13,1430,31,5.2,1.0,4.0,0.89
460,Paris,Saïd,player_481615,Arab,3,9,2338,32,5.2,2.0,4.0,0.16
461,Ajaccio,Jérémy,player_482379,Corinus,2,1,1163,20,4.5,0.0,4.0,0.05
462,Auxerre,Samir Sophian,player_482380,Chergui,3,1,138,32,5,0.0,4.0,0.0
463,Toulouse,Steve,player_482454,Mvoue,4,1,427,40,-,0.0,4.0,0.0
464,Niort,Brahima,player_482995,Doukansy,3,10,1245,31,4.9,1.0,4.0,0.47000000000000003
465,Clermont,Lassana,player_483164,Diako,4,1,1983,40,-,0.0,4.0,0.0
466,Caen,Kelian,player_483866,Nsona,3,13,1028,32,4.9,2.0,4.0,0.74
467,Troyes,Stone Muzalimoja,player_484421,Mambo,2,4,154,20,4.8,0.0,4.0,0.16
468,Toulouse,Moussa,player_485098,Diarra,2,4,427,20,5.1,0.0,4.0,0.05
469,Toulouse,Sam,player_485100,Sanna,3,5,427,31,4.7,0.0,4.0,0.42
470,Amiens,Darell,player_485341,Tokpa,4,4,1430,40,4.5,0.0,4.0,0.21
471,Nancy,Mickaël,player_485959,Biron,4,9,148,40,5.2,5.0,4.0,0.84
472,Pau,Yankuba,player_485966,Jarju,4,6,5420,40,4.2,0.0,4.0,0.16
473,Châteauroux,Ibrahim,player_486847,Cissé,2,7,921,20,4.7,0.0,4.0,0.74
474,Guingamp,Jeremy,player_487109,Mellot,2,7,428,20,5.0,0.0,4.0,0.58
475,Rodez,Nassim,player_487110,Ouammou,3,8,3308,32,4.9,0.0,4.0,0.32
476,Châteauroux,Philippe,player_487395,Keny,4,6,921,40,4.4,1.0,4.0,0.26
477,Troyes,Ryan,player_487448,Bouallak,1,3,154,10,-,0.0,4.0,0.0
478,Rodez,Ugo,player_487506,Bonnet,4,22,3308,40,4.7,4.0,4.0,0.84
479,Rodez,Alexis,player_487507,Peyrelade,2,1,3308,20,-,0.0,4.0,0.0
480,Rodez,Hugo,player_487509,Garcia,3,1,3308,31,-,0.0,4.0,0.0
481,Rodez,Grégory,player_487510,Coelho,2,1,3308,20,4.8,0.0,4.0,0.11
482,Rodez,Thomas,player_487511,Secchi,1,1,3308,10,-,0.0,4.0,0.0
483,Grenoble,Chris-Vianney,player_487533,Goteni,2,1,1272,20,-,0.0,4.0,0.0
484,Ajaccio,Matthieu,player_488263,Huard,2,6,1163,21,4.7,0.0,4.0,0.53
485,Clermont,Salis,player_488284,Abdul Samed,3,1,1983,31,5,0.0,4.0,0.0
486,Troyes,Calvin,player_488363,Bombo,3,1,154,31,-,0.0,4.0,0.0
487,Chambly,Shaquil,player_488367,Delos,2,12,6783,21,4.9,1.0,4.0,0.32
488,Caen,Hugo,player_488423,Vandermersch,2,8,1028,21,4.6,0.0,4.0,0.58
489,Le Havre,,player_488439,Woyo Coulibaly,2,7,141,20,4.9,0.0,4.0,0.58
490,Le Havre,Ateef,player_488440,Konate,3,1,141,31,-,0.0,4.0,0.0
491,Le Havre,Daylam,player_488441,Meddah,3,1,141,31,-,0.0,4.0,0.0
492,Grenoble,Florian,player_489486,Michel,3,5,1272,32,4.8,0.0,4.0,0.32
493,Sochaux,Natanael,player_489492,Ntolla,4,1,693,40,-,0.0,4.0,0.0
494,Châteauroux,Ayoub,player_489497,Ez Zaytouni,3,1,921,32,-,0.0,4.0,0.0
495,Amiens,Jonathan,player_489601,Bumbu,3,1,1430,31,-,0.0,4.0,0.0
496,Amiens,Jayson,player_489605,Papeau,3,6,1430,32,5.0,0.0,4.0,0.32
497,Amiens,Umit,player_489606,Demirel,3,1,1430,32,-,0.0,4.0,0.0
498,Toulouse,Anthony,player_489887,Rouault,2,9,427,20,5.2,0.0,4.0,0.42
499,Toulouse,Amine,player_489888,Adli,3,16,427,32,5.6,4.0,4.0,0.68
500,Toulouse,Stéphane,player_489889,Zobo,4,1,427,40,-,0.0,4.0,0.0
501,Troyes,Pape Meissa,player_490099,Ba,4,8,154,40,5.0,2.0,4.0,0.05
502,Grenoble,Jules,player_490105,Sylvestre-Brac,2,1,1272,21,-,0.0,4.0,0.0
503,Nancy,Rayan,player_490190,Philippe,4,8,148,40,4.5,0.0,4.0,0.53
504,Sochaux,Rassoul,player_490330,Ndiaye,3,9,693,31,4.9,0.0,4.0,0.21
505,Châteauroux,Leandro,player_491720,Morante,2,6,921,20,4.4,0.0,4.0,0.16
506,Paris,Mario Jason,player_492033,Kikonda,3,8,2338,31,5.2,0.0,4.0,0.21
507,Amiens,Youssouf,player_492172,Assogba,2,4,1430,21,5.3,0.0,4.0,0.11
508,Châteauroux,Tommy,player_493211,Plumain,1,1,921,10,-,0.0,4.0,0.0
509,Châteauroux,Alexis,player_493212,Gonçalves Pereira,4,6,921,40,4.5,1.0,4.0,0.0
510,Niort,Darline Zidane,player_493900,Yongwa Ngameni,3,9,1245,31,4.9,0.0,4.0,0.84
511,Caen,Nicholas,player_494252,Gioacchini,4,18,1028,40,5.0,4.0,4.0,0.74
512,Amiens,Florian,player_494520,Bianchini,4,6,1430,40,4.4,0.0,4.0,0.05
513,Niort,Samuel,player_497241,Renel,3,3,1245,31,4.5,0.0,4.0,0.05
514,Valenciennes,Noah,player_498354,Diliberto,3,12,1996,31,5.2,0.0,4.0,0.79
515,Valenciennes,Aymen,player_498355,Boutoutaou,3,3,1996,32,4.7,0.0,4.0,0.0
516,Ajaccio,Faiz,player_498356,Mattoir,4,7,1163,40,4.6,0.0,4.0,0.16
517,Auxerre,Ryan,player_501302,Ponti,3,1,138,32,-,0.0,4.0,0.0
518,Grenoble,Aziz,player_501583,Bouzit,3,1,1272,32,-,0.0,4.0,0.0
519,Pau,Mathieu,player_501674,Iribarnegaray,1,1,5420,10,-,0.0,4.0,0.0
520,Pau,Louis,player_501675,Bury,2,2,5420,20,3.5,0.0,4.0,0.05
521,Pau,Damon,player_501676,Bansais,2,6,5420,21,4.6,1.0,4.0,0.32
522,Pau,Alpha,player_501677,Sylla,2,1,5420,21,-,0.0,4.0,0.0
523,Pau,Abdourahmane,player_501678,Ndiaye,3,5,5420,31,4.6,0.0,4.0,0.11
524,Pau,Lucas,player_501679,Laplace-Palette,3,3,5420,31,-,0.0,4.0,0.0
525,Paris,Moustapha,player_501680,Name,3,16,2338,32,5.6,3.0,4.0,0.63
526,Caen,Marvin,player_501714,Golitin,1,1,1028,10,-,0.0,4.0,0.0
527,Paris,Obed,player_502436,Nkambadio,1,3,2338,10,-,0.0,4.0,0.0
528,Clermont,Sofyan,player_502607,Chader,3,9,1983,32,5.5,0.0,4.0,0.21
529,Toulouse,Janis,player_503184,Antiste,4,13,427,40,4.9,5.0,4.0,0.42
530,Ajaccio,Sidney,player_504700,Obissa,2,1,1163,20,-,0.0,4.0,0.0
531,Paris,Patrick,player_504701,Koffi,4,2,2338,40,3,0.0,4.0,0.0
532,Le Havre,Josué,player_509284,Casimir,4,4,141,40,4.8,0.0,4.0,0.0
533,Le Havre,Arouna,player_509285,Sangante,2,1,141,20,-,0.0,4.0,0.0
534,Le Havre,,player_509286,Mamadou Fofana,3,4,141,31,4.8,0.0,4.0,0.0
535,Le Havre,Elies,player_509287,Mahmoud,3,1,141,32,4.8,0.0,4.0,0.0
536,Paris,Franck,player_510709,Essouma,3,1,2338,31,-,0.0,4.0,0.0
537,Sochaux,Walid,player_510893,Jarmouni,4,1,693,40,4.7,0.0,4.0,0.0
538,Sochaux,Nathan,player_510894,Zohoré,2,1,693,20,-,0.0,4.0,0.0
539,Sochaux,Alan,player_510895,Virginius,4,8,693,40,5.4,1.0,4.0,0.0
540,Sochaux,,player_510904,Manuel Semedo,4,1,693,40,4.5,0.0,4.0,0.0
541,Dunkerque,Adon,player_511176,Gomis,2,6,3288,20,4.9,1.0,4.0,0.58
542,Dunkerque,David,player_511178,Kabamba Kalonji,2,1,3288,20,-,0.0,4.0,0.0
543,Dunkerque,Dorian,player_511179,Salhi,1,3,3288,10,-,0.0,4.0,0.0
544,Dunkerque,Demba,player_511180,Thiam,2,12,3288,21,5.0,0.0,4.0,0.84
545,Dunkerque,Ilan,player_511182,Kebbal,3,14,3288,32,5.3,2.0,4.0,0.74
546,Dunkerque,Marc,player_511186,Guillaume,1,1,3288,10,-,0.0,4.0,0.0
547,Dunkerque,Thomas,player_511187,Vannoye,2,1,3288,20,-,0.0,4.0,0.0
548,Amiens,Nathan,player_511290,Monzango,2,8,1430,20,4.8,0.0,4.0,0.53
549,Ajaccio,Tony,player_511291,N'Jike,3,2,1163,31,5.0,0.0,4.0,0.11
550,Caen,Aloys,player_511292,Fouda,2,1,1028,21,-,0.0,4.0,0.0
551,Ajaccio,Yanis,player_511293,Cimignani,3,1,1163,32,4.7,0.0,4.0,0.11
552,Caen,Loup,player_511294,Hervieu,3,1,1028,31,4.8,0.0,4.0,0.0
553,Caen,Ayoub,player_511295,Jabbari,4,1,1028,40,-,0.0,4.0,0.0
554,Châteauroux,Siriné,player_511296,Doucouré,4,5,921,40,4.2,0.0,4.0,0.05
555,Châteauroux,Baptiste,player_511297,Canelhas,3,1,921,31,-,0.0,4.0,0.0
556,Clermont,Muamer,player_511343,Aljic,2,1,1983,20,-,0.0,4.0,0.0
557,Clermont,Alidu,player_511344,Seidu,2,7,1983,20,5.4,0.0,4.0,0.26
558,Guingamp,Yoann,player_511356,Cathline,3,1,428,32,-,0.0,4.0,0.0
559,Guingamp,Axel,player_511357,Urie,4,1,428,40,-,0.0,4.0,0.0
560,Nancy,Warren,player_511368,Bondo,3,11,148,32,4.9,1.0,4.0,0.21
561,Niort,Pape Ibnou,player_511596,Ba,4,20,1245,40,5.5,8.0,4.0,0.84
562,Niort,Joris,player_511597,Moutachy,2,7,1245,21,4.8,0.0,4.0,0.63
563,Niort,Emyl,player_511598,Leclercq,1,5,1245,10,5.0,0.0,4.0,0.05
564,Niort,Gabin,player_511599,Delguel,2,1,1245,21,5.0,0.0,4.0,0.05
565,Niort,Yassine,player_511600,Benhattab,3,1,1245,32,4.5,0.0,4.0,0.0
566,Paris,Morgan,player_511603,Guilavogui,4,8,2338,40,4.8,0.0,4.0,0.58
567,Paris,Gaetan,player_511604,Laura,4,13,2338,40,5.3,4.0,4.0,0.68
568,Paris,Hugo,player_511605,Gambor,2,1,2338,20,-,0.0,4.0,0.0
569,Troyes,Brandon,player_511608,Domingues,3,5,154,32,5.1,1.0,4.0,0.05
570,Le Havre,Nikola,player_511629,Curcija,1,1,141,10,-,0.0,4.0,0.0
571,Pau,Patrick,player_511640,Trindade,1,1,5420,10,-,0.0,4.0,0.0
572,Pau,Mamadou,player_511641,Diatta,3,5,5420,31,4.9,0.0,4.0,0.0
573,Rodez,Daouda,player_511652,Gueye,4,8,3308,40,4.3,0.0,4.0,0.21
574,Auxerre,Kryss,player_511956,Chapelle,3,1,138,32,-,0.0,4.0,0.0
575,Pau,Paul,player_511971,Meliande,3,1,5420,31,4.4,0.0,4.0,0.05
576,Valenciennes,Ismael,player_511975,Doukoure,2,3,1996,20,4.8,0.0,4.0,0.05
577,Paris,Jaouen,player_512123,Hadjam,2,2,2338,21,4.8,0.0,4.0,0.05
578,Paris,Ousmane,player_512126,Camara,3,1,2338,31,5.2,0.0,4.0,0.0
579,Ajaccio,Simon,player_512127,Elisor,4,5,1163,40,4.7,1.0,4.0,0.05
580,Ajaccio,Baptiste,player_512128,Dedola,3,2,1163,32,4.8,0.0,4.0,0.05
581,Le Havre,Godwin Kobby,player_512241,Bentil,4,5,141,40,5.0,2.0,4.0,0.21
582,Le Havre,Mamadou,player_512242,Fofana,3,1,141,31,-,0.0,4.0,0.0
